일자,현재가,대비부호,전일대비,등락율,체결수량,프로그램매도금액,프로그램매수금액,프로그램순매수금액,프로그램순매수금액증감,프로그램매도수량,프로그램매수수량,프로그램순매수수량,프로그램순매수수량증감,거래소구분
20260123,+266000,2,+20500,+8.35,5042292,125712,330391,+204679,+169902,480158,1260722,+780564,+638262,KRX
20260122,+245500,2,+7000,+2.94,1341056,68314,103091,+34777,+58470,278637,420939,+142302,+241319,KRX
20260121,-238500,5,-5500,-2.25,1022540,81633,57940,--23693,--44170,340972,241955,--99017,--183286,KRX
20260120,+244000,2,+6000,+2.52,1205903,49836,70313,+20477,+73879,205223,289492,+84269,+307804,KRX
20260119,-238000,5,-7500,-3.05,1689244,102395,48993,--53402,--30030,428267,204732,--223535,--128147,KRX
20260116,-245500,5,-2000,-0.81,1898586,123245,99873,--23372,--56039,502668,407280,--95388,--223080,KRX
20260115,-247500,5,-12000,-4.62,2397110,120464,153131,+32667,+75523,476951,604643,+127692,+293904,KRX
20260114,-259500,5,-5000,-1.89,1574617,124773,81917,--42856,--119582,480704,314492,--166212,--459169,KRX
20260113,+264500,2,+9000,+3.52,1671879,96886,173612,+76726,+59079,372486,665443,+292957,+224958,KRX
20260112,+255500,2,+1500,+0.59,1328415,62311,79958,+17647,--17965,246011,314010,+67999,--71945,KRX
20260109,+254000,2,+3000,+1.20,918991,47173,82785,+35612,+27741,185891,325835,+139944,+109387,KRX
20260108,-251000,5,-1500,-0.59,1311262,75996,83867,+7871,+55974,304074,334631,+30557,+222387,KRX
20260107,-252500,5,-7500,-2.88,1886634,145309,97206,--48103,--209690,577284,385454,--191830,--816321,KRX
20260106,+260000,2,+10500,+4.21,2462129,77400,238987,+161587,+134076,300916,925407,+624491,+514234,KRX
20260105,+249500,2,+2500,+1.01,1011640,65281,92792,+27511,--10768,261999,372256,+110257,--43500,KRX
20260102,+247000,2,+4500,+1.86,1362199,101883,140162,+38279,+10141,417105,570862,+153757,+37900,KRX
20251230,+242500,2,+500,+0.21,652269,37614,65752,+28138,--13322,155074,270931,+115857,--56413,KRX
20251229,+242000,2,+10500,+4.54,1067392,57418,98878,+41460,+34650,240448,412718,+172270,+142632,KRX
20251226,-231500,5,-5000,-2.11,738058,27950,34760,+6810,--21887,119711,149349,+29638,--91854,KRX
20251224,-236500,5,-500,-0.21,640875,34602,63299,+28697,+38352,146807,268299,+121492,+162408,KRX
20251223,-237000,5,-1000,-0.42,689469,64608,54953,--9655,--8327,273086,232170,--40916,--35332,KRX
20251222,+238000,2,+2500,+1.06,610805,53598,52270,--1328,--36721,225682,220098,--5584,--156185,KRX
20251219,+235500,2,+5000,+2.17,1487738,181518,216911,+35393,+16843,772677,923278,+150601,+70084,KRX
20251218,-230500,5,-500,-0.22,744015,40528,59078,+18550,+680,175833,256350,+80517,+3010,KRX
20251217,-231000,5,-500,-0.22,769339,45438,63308,+17870,--11930,196789,274296,+77507,--51613,KRX
20251216,-231500,5,-9000,-3.74,1520556,64952,94752,+29800,+29971,277697,406817,+129120,+130024,KRX
20251215,-240500,5,-4000,-1.64,522965,39643,39472,--171,--17395,164204,163300,--904,--71455,KRX
20251212,+244500,2,+1000,+0.41,485052,38444,55668,+17224,--5463,157826,228377,+70551,--22732,KRX
20251211,-243500,5,-1000,-0.41,1056918,88834,111521,+22687,+51932,364880,458163,+93283,+212390,KRX
20251210,-244500,5,-3500,-1.41,654772,58186,28941,--29245,--34185,237308,118201,--119107,--139042,KRX
20251209,-248000,5,-1000,-0.40,497708,44645,49585,+4940,+8509,180444,200379,+19935,+34379,KRX
20251208,-249000,5,-500,-0.20,466382,33816,30247,--3569,--18987,136139,121695,--14444,--76492,KRX
20251205,+249500,2,+2500,+1.01,575298,32980,48398,+15418,+6193,132903,194951,+62048,+24737,KRX
20251204,+247000,2,+500,+0.20,487370,34484,43709,+9225,+9553,140082,177393,+37311,+38779,KRX
20251203,+246500,2,+3500,+1.44,630018,41210,40882,--328,+19860,166944,165476,--1468,+81564,KRX
20251202,243000,3,0,0.00,618439,49029,28841,--20188,--3188,201695,118663,--83032,--13513,KRX
20251201,-243000,5,-1000,-0.41,666662,55313,38313,--17000,+73233,226542,157023,--69519,+296384,KRX
20251128,-244000,5,-7500,-2.98,1580887,150241,60008,--90233,--6510,610065,244162,--365903,--37313,KRX
20251127,-251500,5,-12000,-4.55,2028550,156594,72871,--83723,--114525,613886,285296,--328590,--447283,KRX
20251126,+263500,2,+10500,+4.15,944519,53284,84086,+30802,+64273,205958,324651,+118693,+248928,KRX
20251125,-253000,5,-8000,-3.07,1218659,97819,64348,--33471,+10446,383135,252900,--130235,+37809,KRX
20251124,-261000,5,-1500,-0.57,1673646,216439,172522,--43917,--60238,824257,656213,--168044,--231487,KRX
20251121,+262500,2,+5500,+2.14,1278706,90498,106819,+16321,+12193,347978,411421,+63443,+47896,KRX
20251120,+257000,2,+8500,+3.42,970537,96997,101125,+4128,--8013,374986,390533,+15547,--33583,KRX
20251119,-248500,5,-500,-0.20,570754,37883,50024,+12141,--15882,152828,201958,+49130,--61842,KRX
20251118,-249000,5,-6000,-2.35,959645,59868,87891,+28023,+22861,236753,347725,+110972,+90729,KRX
20251117,+255000,2,+1500,+0.59,507818,38815,43977,+5162,+21102,151972,172215,+20243,+82023,KRX
20251114,-253500,5,-12000,-4.52,923411,69814,53874,--15940,--4657,272039,210259,--61780,--18408,KRX
20251113,+265500,2,+2000,+0.76,724253,73946,62663,--11283,--266,280596,237224,--43372,--1584,KRX
20251112,+263500,2,+500,+0.19,600486,53161,42144,--11017,--39637,201579,159791,--41788,--148666,KRX
20251111,+263000,2,+3000,+1.15,1341337,54439,83059,+28620,+61276,205242,312120,+106878,+232134,KRX
20251110,260000,3,0,0.00,974635,66957,34301,--32656,--57095,256866,131610,--125256,--219858,KRX
20251107,-260000,5,-4000,-1.52,1648859,101159,125598,+24439,+134305,386227,480829,+94602,+502855,KRX
20251106,-264000,5,-14500,-5.21,2287056,214815,104949,--109866,--54105,797474,389221,--408253,--202066,KRX
20251105,+278500,2,+11500,+4.31,3470467,231336,175575,--55761,--8730,862309,656122,--206187,--30990,KRX
20251104,-267000,5,-7500,-2.73,1325780,96601,49570,--47031,+82394,359305,184108,--175197,+288738,KRX
20251103,+274500,2,+7000,+2.62,2760215,231075,101650,--129425,--198830,828750,364815,--463935,--722479,KRX
20251031,+267500,2,+12000,+4.70,2861914,172626,242031,+69405,+125644,647763,906307,+258544,+475633,KRX
20251030,-255500,5,-9500,-3.58,1393179,116052,59813,--56239,--116234,448889,231800,--217089,--442153,KRX
20251029,+265000,2,+12000,+4.74,2466385,110834,170829,+59995,+65168,421383,646447,+225064,+245778,KRX
20251028,+253000,2,+2000,+0.80,908952,66216,61043,--5173,--28925,262406,241692,--20714,--115654,KRX
20251027,+251000,2,+4000,+1.62,1317125,61088,84840,+23752,+24640,246115,341055,+94940,+98384,KRX
20251024,+247000,2,+4500,+1.86,1005395,61585,60697,--888,+102425,250382,246938,--3444,+415115,KRX
20251023,-242500,5,-13000,-5.09,2033710,141882,38569,--103313,--79673,575095,156536,--418559,--326260,KRX
20251022,+255500,2,+1000,+0.39,1076507,74483,50843,--23640,+56743,294390,202091,--92299,+220145,KRX
20251021,-254500,5,-3500,-1.36,1321294,129054,48671,--80383,--52895,502312,189868,--312444,--205094,KRX
20251020,+258000,2,+2500,+0.98,1527621,101319,73831,--27488,+43234,395272,287922,--107350,+168337,KRX
20251017,-255500,5,-5000,-1.92,1478832,126759,56037,--70722,+38027,494379,218692,--275687,+139686,KRX
20251016,+260500,2,+2000,+0.77,2154638,177410,68661,--108749,--24109,677071,261698,--415373,--87847,KRX
20251015,+258500,2,+500,+0.19,1438737,122049,37409,--84640,+10491,472250,144724,--327526,+34250,KRX
20251014,-258000,5,-4500,-1.71,2072061,190736,95605,--95131,--9257,726465,364689,--361776,--35136,KRX
20251013,-262500,5,-5000,-1.87,1454859,160282,74408,--85874,+94374,610421,283781,--326640,+352419,KRX
20251010,+267500,2,+14500,+5.73,3490894,322261,142013,--180248,--141382,1212826,533767,--679059,--527887,KRX
20251002,-253000,5,-1500,-0.59,2205648,177264,138398,--38866,--1635,696746,545574,--151172,--5234,KRX
20251001,-254500,5,-14000,-5.21,3385774,172753,135522,--37231,--9508,670561,524623,--145938,--45092,KRX
20250930,-268500,5,-6000,-2.19,2764865,200539,172816,--27723,--61350,739442,638596,--100846,--221670,KRX
20250929,+274500,2,+18000,+7.02,3486022,229501,263128,+33627,+46985,837899,958723,+120824,+173327,KRX
20250926,+256500,2,+2500,+0.98,4597910,340291,326933,--13358,--32395,1324869,1272366,--52503,--132576,KRX
20250925,+254000,2,+26000,+11.40,8314576,462646,481683,+19037,+16869,1868729,1948802,+80073,+70361,KRX
20250924,-228000,5,-3000,-1.30,982181,68979,71147,+2168,--11704,303054,312766,+9712,--50186,KRX
20250923,-231000,5,-1000,-0.43,735957,48416,62288,+13872,+17895,208526,268424,+59898,+77306,KRX
20250922,-232000,5,-2000,-0.85,1004689,98890,94867,--4023,+95026,426604,409196,--17408,+402368,KRX
20250919,-234000,5,-4500,-1.89,1585243,255657,156608,--99049,--132957,1085213,665437,--419776,--563230,KRX
20250918,+238500,2,+5000,+2.14,1004507,53404,87312,+33908,--10141,225954,369408,+143454,--45502,KRX
20250917,-233500,5,-1500,-0.64,2083776,28974,73023,+44049,+82114,124517,313473,+188956,+350158,KRX
20250916,+235000,2,+1000,+0.43,923864,78165,40100,--38065,--31797,330580,169378,--161202,--134474,KRX
20250915,-234000,5,-2000,-0.85,710904,52591,46323,--6268,--7248,225010,198282,--26728,--30784,KRX
20250912,+236000,2,+3000,+1.29,1191699,61468,62448,+980,+1073,260457,264513,+4056,+4709,KRX
20250911,-233000,5,-500,-0.21,808213,72144,72051,--93,+4174,309015,308362,--653,+18299,KRX
20250910,+233500,2,+2500,+1.08,915806,79454,75187,--4267,--17388,341759,322807,--18952,--75883,KRX
20250909,+231000,2,+3000,+1.32,929473,53783,66904,+13121,+12344,234403,291334,+56931,+53651,KRX
20250908,-228000,5,-1000,-0.44,716688,63165,63942,+777,+13210,277649,280929,+3280,+58029,KRX
20250905,+229000,2,+2000,+0.88,941824,62246,49813,--12433,--5401,272431,217682,--54749,--23429,KRX
20250904,+227000,2,+6000,+2.71,971838,66862,59830,--7032,+48763,295113,263793,--31320,+220488,KRX
20250903,-221000,5,-4000,-1.78,711207,88988,33193,--55795,--58029,401629,149821,--251808,--262499,KRX
20250902,+225000,2,+9500,+4.41,1790972,105636,107870,+2234,+18526,468393,479084,+10691,+86433,KRX
20250901,+215500,2,+1000,+0.47,634984,59886,43594,--16292,+2461,279206,203464,--75742,+11012,KRX
20250829,-214500,5,-3000,-1.38,750586,76539,57786,--18753,--12817,355732,268978,--86754,--58970,KRX
20250828,-217500,5,-500,-0.23,663919,69453,63517,--5936,+9619,320787,293003,--27784,+43099,KRX
20250827,-218000,5,-3000,-1.36,691579,59379,43824,--15555,+6998,271996,201113,--70883,+30909,KRX
20250826,-221000,5,-4500,-2.00,685341,80821,58268,--22553,--35099,364298,262506,--101792,--157546,KRX
20250825,+225500,2,+3500,+1.58,564999,24940,37486,+12546,+14970,111506,167260,+55754,+67209,KRX
20250822,-222000,5,-1000,-0.45,543978,27368,24944,--2424,--25989,122587,111132,--11455,--116495,KRX
20250821,+223000,2,+1500,+0.68,463923,21444,45009,+23565,+29740,95636,200676,+105040,+133196,KRX
20250820,-221500,5,-4000,-1.77,507825,34075,27900,--6175,--9106,154276,126120,--28156,--41208,KRX
20250819,-225500,5,-500,-0.22,419214,27043,29974,+2931,--717,119738,132790,+13052,--3070,KRX
20250818,+226000,2,+1500,+0.67,479724,40602,44250,+3648,+22959,179568,195690,+16122,+102369,KRX
20250814,-224500,5,-500,-0.22,1165222,74515,55204,--19311,--32829,329641,243394,--86247,--146339,KRX
20250813,+225000,2,+2000,+0.90,1017399,51036,64554,+13518,+21776,228091,288183,+60092,+97563,KRX
20250812,223000,3,0,0.00,743541,67109,58851,--8258,+90134,298923,261452,--37471,+400402,KRX
20250811,-223000,5,-6500,-2.83,1264837,147394,49002,--98392,+72294,656301,218428,--437873,+292671,KRX
20250808,-229500,5,-6000,-2.55,1638049,201035,30349,--170686,--117630,860863,130319,--730544,--501570,KRX
20250807,+235500,2,+7000,+3.06,1019496,119898,66842,--53056,+38845,516417,287443,--228974,+173625,KRX
20250806,-228500,5,-3500,-1.51,1076418,134677,42776,--91901,--76700,589902,187303,--402599,--337294,KRX
20250805,-232000,5,-500,-0.22,683813,69489,54288,--15201,+9309,299031,233726,--65305,+38952,KRX
20250804,+232500,2,+7500,+3.33,1276649,100713,76203,--24510,--24674,432104,327847,--104257,--105367,KRX
20250801,-225000,5,-10000,-4.26,827729,50100,50264,+164,+4063,220733,221843,+1110,+17784,KRX
20250731,+235000,2,+1000,+0.43,521064,37707,33808,--3899,--270,160955,144281,--16674,--1566,KRX
20250730,+234000,2,+1000,+0.43,768748,54478,50849,--3629,+15939,231023,215915,--15108,+68060,KRX
20250729,-233000,5,-2500,-1.06,928345,69906,50338,--19568,+6092,298294,215126,--83168,+26279,KRX
20250728,+235500,2,+1000,+0.43,600063,55818,30158,--25660,+18836,237752,128305,--109447,+80355,KRX
20250725,+234500,2,+7500,+3.30,1202489,109772,65276,--44496,--46538,474615,284813,--189802,--199331,KRX
20250724,-227000,5,-4500,-1.94,1177878,69188,71230,+2042,--15855,302196,311725,+9529,--67664,KRX
20250723,-231500,5,-3500,-1.49,719824,30059,47956,+17897,+5812,129415,206608,+77193,+25475,KRX
20250722,-235000,5,-5000,-2.08,930384,53561,65646,+12085,+7238,226021,277739,+51718,+31704,KRX
20250721,-240000,5,-2000,-0.83,674282,48596,53443,+4847,+6994,201300,221314,+20014,+28919,KRX
20250718,-242000,5,-1500,-0.62,703602,67520,65373,--2147,+51696,278952,270047,--8905,+207602,KRX
20250717,-243500,5,-6500,-2.60,1262077,99722,45879,--53843,--32631,403807,187300,--216507,--132009,KRX
20250716,+250000,2,+500,+0.20,785410,50242,29030,--21212,--1052,200075,115577,--84498,--3700,KRX
20250715,+249500,2,+500,+0.20,791762,74831,54671,--20160,+7321,299921,219123,--80798,+29518,KRX
20250714,-249000,5,-4000,-1.58,1205192,89002,61521,--27481,+43822,358243,247927,--110316,+167909,KRX
20250711,-253000,5,-6500,-2.50,1249355,108300,36997,--71303,--29890,423208,144983,--278225,--117471,KRX
20250710,+259500,2,+5500,+2.17,1754234,155833,114420,--41413,--11339,603351,442597,--160754,--42255,KRX
20250709,-254000,5,-4000,-1.55,952460,87238,57164,--30074,+3778,343780,225281,--118499,+12869,KRX
20250708,+258000,2,+2000,+0.78,903743,82939,49087,--33852,--23547,321905,190537,--131368,--91569,KRX
20250707,+256000,2,+7000,+2.81,1175356,74083,63778,--10305,--13527,288400,248601,--39799,--53114,KRX
