시장,종목코드,종목명,현재가,대비부호,전일대비,매수체결수량,매수체결금액,매도체결수량,매도체결금액,순매수금액,전체거래비중
KOSPI,029460,케이씨,29950,3,0,6,107,3,43,64,+0.00
KOSPI,126560,현대퓨처넷,3000,3,0,111,442,30,118,324,+0.00
KOSPI,026890,스틱인베스트먼트,8430,3,0,13,104,12,96,8,+0.00
KOSPI,183190,아세아시멘트,9070,3,0,4,36,3,31,5,+0.00
KOSPI,005610,삼립,37250,3,0,1,56,1,41,15,+0.00
KOSPI,011930,신성이엔지,15800,3,0,359,443,66,82,361,+0.00
KOSPI,009160,SIMPAC,4870,3,0,21,86,6,25,61,+0.00
KOSPI,016800,퍼시스,27650,3,0,0,13,0,2,11,+0.00
KOSPI,005720,넥센,5950,3,0,1,6,0,2,4,+0.00
KOSPI,097520,엠씨넥스,17850,3,0,14,283,13,269,14,+0.00
KOSPI,012030,DB,1535,3,0,182,254,57,79,175,+0.00
KOSPI,018250,애경산업,11570,3,0,102,1417,145,2027,-610,+0.03
KOSPI,009290,광동제약,6100,3,0,5,26,21,115,-89,+0.00
KOSPI,011760,현대코퍼레이션,22850,3,0,23,458,6,109,349,+0.01
KOSPI,002310,아세아제지,7660,3,0,9,69,12,97,-28,+0.00
KOSPI,126720,수산인더스트리,20850,3,0,32,735,15,342,393,+0.01
KOSPI,200880,서연이화,10920,3,0,28,353,5,60,293,+0.00
KOSPI,024720,콜마홀딩스,8570,3,0,12,90,3,21,69,+0.00
KOSPI,025860,남해화학,5900,3,0,2,14,0,2,12,+0.00
KOSPI,096760,JW홀딩스,3905,3,0,8,24,1,2,22,+0.00
KOSPI,092790,넥스틸,11060,3,0,479,5630,640,7579,-1949,+0.12
KOSPI,010820,퍼스텍,5860,3,0,355,1184,129,427,757,+0.01
KOSPI,192650,드림텍,4330,3,0,34,301,35,317,-16,+0.01
KOSPI,034830,한국토지신탁,1129,3,0,45,47,25,26,21,+0.00
KOSPI,004430,송원산업,11800,3,0,19,210,6,62,148,+0.00
KOSPI,005680,삼영전자,14150,3,0,4,37,0,4,33,+0.00
KOSPI,108670,LX하우시스,31550,3,0,3,107,2,65,42,+0.00
KOSPI,010690,화신,8030,3,0,68,515,21,156,359,+0.01
KOSPI,033270,유나이티드제약,17580,3,0,3,63,4,80,-17,+0.00
KOSPI,015860,일진홀딩스,5640,3,0,12,46,10,40,6,+0.00
KOSPI,001390,KG케미칼,4130,3,0,50,211,22,93,118,+0.00
KOSPI,105840,우진,13700,3,0,22,178,28,234,-56,+0.00
KOSPI,058430,포스코스틸리온,4605,3,0,6,200,4,112,88,+0.00
KOSPI,017390,서울가스,55800,3,0,1,66,1,43,23,+0.00
KOSPI,123890,한국자산신탁,2225,3,0,17,49,23,69,-20,+0.00
KOSPI,005430,한국공항,85700,3,0,6,358,2,95,263,+0.00
KOSPI,003960,사조대림,29600,3,0,7,304,2,87,217,+0.00
KOSPI,003120,일성아이에스,20100,3,0,0,6,5,76,-70,+0.00
KOSPI,272450,진에어,5120,3,0,405,4387,466,5038,-651,+0.08
KOSPI,244920,에이플러스에셋,11710,3,0,12,54,3,14,40,+0.00
KOSPI,078520,에이블씨엔씨,10170,3,0,85,590,105,747,-157,+0.01
KOSPI,001230,동국홀딩스,1698,3,0,6,46,2,12,34,+0.00
KOSPI,002900,TYM,6350,3,0,295,1423,355,1716,-293,+0.03
KOSPI,084690,대상홀딩스,7250,3,0,204,1790,300,2672,-882,+0.04
KOSPI,286940,롯데이노베이트,17090,3,0,10,193,2,40,153,+0.00
KOSPI,003920,남양유업,42350,3,0,3,185,14,927,-742,+0.01
KOSPI,001750,한양증권,19770,3,0,15,186,2,26,160,+0.00
KOSPI,091810,트리니티항공,607,3,0,412,1217,296,874,343,+0.02
KOSPI,122900,아이마켓코리아,7450,3,0,2,14,1,10,4,+0.00
KOSPI,003650,미창석유,143100,3,0,0,4,0,2,2,+0.00
KOSPI,084010,대한제강,7220,3,0,3,45,9,131,-86,+0.00
KOSPI,004360,세방,12790,3,0,1,7,1,15,-8,+0.00
KOSPI,004310,현대약품,7600,3,0,45,162,7,27,135,+0.00
KOSPI,007160,사조산업,48150,3,0,10,363,1,27,336,+0.00
KOSPI,005500,삼진제약,17950,3,0,11,211,2,36,175,+0.00
KOSPI,002320,한진,15360,3,0,1,10,0,8,2,+0.00
KOSPI,298690,에어부산,1451,3,0,81,195,13,30,165,+0.00
KOSPI,001790,대한제당,2740,3,0,40,113,10,29,84,+0.00
KOSPI,002710,TCC스틸,9000,3,0,77,2765,52,1877,888,+0.04
KOSPI,136490,선진,9890,3,0,1,5,3,16,-11,+0.00
KOSPI,008490,서흥,20300,3,0,3,43,3,40,3,+0.00
KOSPI,334890,이지스밸류플러스리츠,3380,3,0,11,57,42,226,-169,+0.00
KOSPI,348950,제이알글로벌리츠,1182,3,0,44,129,114,337,-208,+0.00
KOSPI,001340,PKC,5170,3,0,34,278,15,121,157,+0.00
KOSPI,000050,경방,8480,3,0,0,3,0,2,1,+0.00
KOSPI,000480,CR홀딩스,4920,3,0,0,3,0,2,1,+0.00
KOSPI,000430,대원강업,3700,3,0,6,24,9,33,-9,+0.00
KOSPI,044450,KSS해운,9900,3,0,27,229,10,83,146,+0.00
KOSPI,432320,KB스타리츠,1513,3,0,5,21,2,7,14,+0.00
KOSPI,003070,코오롱글로벌,8970,3,0,113,1186,126,1323,-137,+0.02
KOSPI,000650,천일고속,157700,3,0,0,4,0,4,0,+0.00
KOSPI,000680,LS네트웍스,2850,3,0,318,1002,356,1155,-153,+0.02
KOSPI,134380,미원화학,10200,3,0,0,5,0,1,4,+0.00
KOSPI,003200,일신방직,9740,3,0,4,29,2,11,18,+0.00
KOSPI,003520,영진약품,1221,3,0,45,94,5,10,84,+0.00
KOSPI,025000,KPX케미칼,50700,3,0,0,3,0,14,-11,+0.00
KOSPI,404990,신한서부티엔디리츠,3600,3,0,5,19,10,34,-15,+0.00
KOSPI,034120,SBS,11900,3,0,0,1,0,2,-1,+0.00
KOSPI,298000,효성화학,58100,3,0,6,180,4,124,56,+0.00
KOSPI,226320,잇츠한불,9970,3,0,2,23,1,9,14,+0.00
KOSPI,000540,흥국화재,3340,3,0,2,6,1,3,3,+0.00
KOSPI,000320,노루홀딩스,16130,3,0,9,115,2,29,86,+0.00
KOSPI,475560,더본코리아,14400,3,0,22,869,23,906,-37,+0.02
KOSPI,017860,DS단석,12010,3,0,126,6963,125,6886,77,+0.12
KOSPI,033920,무학,7480,3,0,9,57,10,65,-8,+0.00
KOSPI,009680,모토닉,9780,3,0,0,2,1,12,-10,+0.00
KOSPI,025560,미래산업,41750,3,0,178,178,51,51,127,+0.00
KOSPI,001250,GS글로벌,2575,3,0,445,1470,305,1010,460,+0.02
KOSPI,030210,다올투자증권,3425,3,0,6,15,1,2,13,+0.00
KOSPI,037270,YG PLUS,3270,3,0,1475,7505,1747,8941,-1436,+0.15
KOSPI,004980,성신양회,8440,3,0,2,17,3,23,-6,+0.00
KOSPI,088260,이리츠코크렙,3260,3,0,4,18,14,62,-44,+0.00
KOSPI,005010,휴스틸,3670,3,0,31,129,13,52,77,+0.00
KOSPI,102460,이연제약,11080,3,0,8,121,4,60,61,+0.00
KOSPI,001460,BYC,32750,3,0,0,4,0,3,1,+0.00
KOSPI,003720,삼영,5900,3,0,18,71,17,64,7,+0.00
KOSPI,028100,동아지질,14950,3,0,13,174,7,101,73,+0.00
KOSPI,317400,자이에스앤디,5130,3,0,4,12,10,37,-25,+0.00
KOSPI,035150,백산,10050,3,0,9,113,13,170,-57,+0.00
KOSPI,001630,종근당홀딩스,39550,3,0,0,7,0,15,-8,+0.00
KOSPI,039570,HDC랩스,7610,3,0,1,8,0,2,6,+0.00
KOSPI,241590,화승엔터프라이즈,3260,3,0,67,596,65,578,18,+0.01
KOSPI,095570,AJ네트웍스,4330,3,0,25,115,2,10,105,+0.00
KOSPI,053210,스카이라이프,4110,3,0,2,8,4,17,-9,+0.00
KOSPI,100250,진양홀딩스,3035,3,0,2,5,2,6,-1,+0.00
KOSPI,013890,지누스,8800,3,0,37,715,16,310,405,+0.01
KOSPI,000490,대동,6690,3,0,153,1595,83,873,722,+0.02
KOSPI,000140,하이트진로홀딩스,8310,3,0,1,14,1,11,3,+0.00
KOSPI,117580,대성에너지,7010,3,0,85,796,10,92,704,+0.01
KOSPI,011500,한농화성,12210,3,0,58,895,25,377,518,+0.01
KOSPI,044820,코스맥스비티아이,19550,3,0,0,1,0,2,-1,+0.00
KOSPI,001130,대한제분,11050,3,0,0,26,0,32,-6,+0.00
KOSPI,016580,환인제약,10040,3,0,3,34,1,10,24,+0.00
KOSPI,128820,대성산업,4070,3,0,83,291,72,252,39,+0.00
KOSPI,339770,교촌에프앤비,3650,3,0,18,180,13,129,51,+0.00
KOSPI,010580,에스엠벡셀,1638,3,0,14,17,6,8,9,+0.00
KOSPI,234080,JW생명과학,11380,3,0,2,21,2,28,-7,+0.00
KOSPI,377190,디앤디플랫폼리츠,2025,3,0,64,184,6,16,168,+0.00
KOSPI,002100,경농,9150,3,0,2,14,2,14,0,+0.00
KOSPI,003350,한국화장품제조,7880,3,0,16,805,16,832,-27,+0.01
KOSPI,003220,대원제약,7960,3,0,4,52,5,67,-15,+0.00
KOSPI,007860,서연,7550,3,0,11,74,10,67,7,+0.00
KOSPI,033530,SJG세종,6350,3,0,2,10,2,9,1,+0.00
KOSPI,102260,동성케미컬,3480,3,0,14,58,13,53,5,+0.00
KOSPI,003460,유화증권,3100,3,0,1,1,0,1,0,+0.00
KOSPI,016450,한세예스24홀딩스,4370,3,0,7,32,7,30,2,+0.00
KOSPI,001080,만호제강,4210,3,0,0,7,1,43,-36,+0.00
KOSPI,000860,강남제비스코,13370,3,0,0,5,1,31,-26,+0.00
KOSPI,035510,신세계 I&C,12400,3,0,10,93,9,80,13,+0.00
KOSPI,053690,한미글로벌,15730,3,0,134,2618,152,2976,-358,+0.05
KOSPI,004560,현대비앤지스틸,11180,3,0,17,213,3,39,174,+0.00
KOSPI,002150,도화엔지니어링,4990,3,0,63,448,61,435,13,+0.01
KOSPI,002170,SYTS,56000,3,0,0,5,0,2,3,+0.00
KOSPI,016880,웅진,2095,3,0,32,28,28,25,3,+0.00
KOSPI,003610,방림,5180,3,0,7,23,33,116,-93,+0.00
KOSPI,462520,조선내화,14010,3,0,2,33,0,7,26,+0.00
KOSPI,013580,계룡건설,18560,3,0,2,24,4,58,-34,+0.00
KOSPI,000390,SP삼화,6050,3,0,7,45,1,7,38,+0.00
KOSPI,014710,사조씨푸드,9550,3,0,20,102,4,21,81,+0.00
KOSPI,213500,한솔제지,6890,3,0,0,4,7,64,-60,+0.00
KOSPI,400760,NH올원리츠,2985,3,0,11,37,27,90,-53,+0.00
KOSPI,487570,HS효성,43800,3,0,3,97,5,169,-72,+0.00
KOSPI,101530,해태제과식품,5550,3,0,291,1935,346,2322,-387,+0.04
KOSPI,092200,디아이씨,4145,3,0,35,140,13,53,87,+0.00
KOSPI,004380,삼익THK,7760,3,0,9,80,1,9,71,+0.00
KOSPI,000020,동화약품,5740,3,0,21,141,9,61,80,+0.00
KOSPI,015230,대창단조,5790,3,0,13,67,0,1,66,+0.00
KOSPI,001780,알루코,1621,3,0,101,220,2,5,215,+0.00
KOSPI,007570,일양약품,8180,3,0,10,116,2,20,96,+0.00
KOSPI,293480,하나제약,8780,3,0,4,45,2,20,25,+0.00
KOSPI,005960,동부건설,6790,3,0,1,3,0,2,1,+0.00
KOSPI,009470,삼화전기,23200,3,0,22,722,19,608,114,+0.01
KOSPI,271980,제일약품,10390,3,0,0,3,1,17,-14,+0.00
KOSPI,000700,유수홀딩스,5860,3,0,0,2,1,7,-5,+0.00
KOSPI,004970,신라교역,9480,3,0,6,56,7,68,-12,+0.00
KOSPI,031440,신세계푸드,39100,3,0,0,3,1,18,-15,+0.00
KOSPI,090350,노루페인트,7530,3,0,5,44,4,30,14,+0.00
KOSPI,000970,한국주철관,6560,3,0,2,14,0,1,13,+0.00
KOSPI,071840,롯데하이마트,6210,3,0,0,4,1,10,-6,+0.00
KOSPI,003830,대한화섬,109300,3,0,0,2,0,0,2,+0.00
KOSPI,008350,남선알미늄,1109,3,0,1011,1467,815,1193,274,+0.02
KOSPI,004090,한국석유,11230,3,0,81,1240,11,165,1075,+0.01
KOSPI,460850,동국씨엠,4760,3,0,3,19,3,20,-1,+0.00
KOSPI,094280,효성ITX,12030,3,0,1,9,1,14,-5,+0.00
KOSPI,015890,태경산업,4665,3,0,2,10,1,3,7,+0.00
KOSPI,006060,화승인더,2450,3,0,60,250,27,112,138,+0.00
KOSPI,003480,한진중공업홀딩스,4560,3,0,2,6,2,8,-2,+0.00
KOSPI,000520,삼일제약,6180,3,0,137,1741,90,1137,604,+0.03
KOSPI,020120,키다리스튜디오,3585,3,0,62,236,17,64,172,+0.00
KOSPI,272550,삼양패키징,8660,3,0,3,44,3,52,-8,+0.00
KOSPI,004080,신흥,14000,3,0,0,1,0,0,1,+0.00
KOSPI,025820,이구산업,3880,3,0,54,221,10,43,178,+0.00
KOSPI,214420,토니모리,5330,3,0,48,292,59,360,-68,+0.01
KOSPI,081000,일진다이아,8980,3,0,3,36,1,11,25,+0.00
KOSPI,024090,디씨엠,11070,3,0,0,5,0,4,1,+0.00
KOSPI,013520,화승코퍼레이션,2500,3,0,0,0,3,4,-4,+0.00
KOSPI,107590,미원홀딩스,53800,3,0,0,3,0,1,2,+0.00
KOSPI,004150,한솔홀딩스,3040,3,0,0,0,1,3,-3,+0.00
KOSPI,350520,이지스레지던스리츠,3375,3,0,0,0,1,3,-3,+0.00
KOSPI,007540,샘표,42850,3,0,0,4,0,9,-5,+0.00
KOSPI,001360,삼성제약,1302,3,0,93,141,14,21,120,+0.00
KOSPI,012610,경인양행,2920,3,0,4,12,5,15,-3,+0.00
KOSPI,037560,LG헬로비전,1565,3,0,12,31,2,5,26,+0.00
KOSPI,011280,태림포장,1702,3,0,3,5,1,2,3,+0.00
KOSPI,009270,신원,1049,3,0,160,190,37,44,146,+0.00
KOSPI,210540,디와이파워,10900,3,0,5,65,3,34,31,+0.00
KOSPI,077500,유니퀘스트,5570,3,0,55,294,52,280,14,+0.01
KOSPI,089470,HDC현대EP,3760,3,0,9,32,1,6,26,+0.00
KOSPI,005800,신영와코루,13130,3,0,0,0,0,0,0,+0.00
KOSPI,001520,동양,1100,3,0,219,186,35,30,156,+0.00
KOSPI,078000,텔코웨어,12710,3,0,0,0,0,1,-1,+0.00
KOSPI,012200,계양전기,4280,3,0,6,9,4,6,3,+0.00
KOSPI,018470,조일알미늄,920,3,0,210,321,37,57,264,+0.00
KOSPI,008040,사조동아원,822,3,0,16,16,17,17,-1,+0.00
KOSPI,004960,한신공영,10000,3,0,8,53,4,29,24,+0.00
KOSPI,009070,KCTC,3855,3,0,31,130,5,21,109,+0.00
KOSPI,002390,한독,8400,3,0,10,132,0,3,129,+0.00
KOSPI,079430,현대리바트,5740,3,0,12,99,6,46,53,+0.00
KOSPI,267290,경동도시가스,19580,3,0,1,10,1,15,-5,+0.00
KOSPI,011690,와이투솔루션,3140,3,0,62,146,19,46,100,+0.00
KOSPI,034590,인천도시가스,26250,3,0,0,2,0,2,0,+0.00
KOSPI,008970,KBI동양철관,1104,3,0,770,610,440,349,261,+0.01
KOSPI,014280,금강공업,3900,3,0,8,37,9,43,-6,+0.00
KOSPI,002220,한일철강,4200,3,0,0,1,0,1,0,+0.00
KOSPI,014580,태경비케이,4060,3,0,9,41,8,36,5,+0.00
KOSPI,002460,HS화성,11000,3,0,0,0,0,0,0,+0.00
KOSPI,014530,극동유화,3195,3,0,21,75,1,4,71,+0.00
KOSPI,002780,진흥기업,764,3,0,92,76,37,31,45,+0.00
KOSPI,006660,삼성공조,13580,3,0,18,169,1,14,155,+0.00
KOSPI,004250,NPC,3000,3,0,5,23,0,1,22,+0.00
KOSPI,011810,STX,3530,3,0,32,168,8,42,126,+0.00
KOSPI,016710,대성홀딩스,6800,3,0,1,4,0,3,1,+0.00
KOSPI,083420,그린케미칼,4550,3,0,32,158,3,13,145,+0.00
KOSPI,248170,샘표식품,23900,3,0,8,202,3,73,129,+0.00
KOSPI,092220,KEC,2710,3,0,278,231,33,28,203,+0.00
KOSPI,002620,제일파마홀딩스,6810,3,0,0,4,0,4,0,+0.00
KOSPI,227840,현대코퍼레이션홀딩스,11950,3,0,0,2,1,14,-12,+0.00
KOSPI,120030,조선선재,85600,3,0,0,10,0,8,2,+0.00
KOSPI,012320,경동인베스트,45500,3,0,4,251,2,120,131,+0.00
KOSPI,010100,한국무브넥스,3455,3,0,19,61,2,6,55,+0.00
KOSPI,210980,SK디앤디,5640,3,0,18,139,7,55,84,+0.00
KOSPI,267850,아시아나IDT,9410,3,0,36,723,34,691,32,+0.01
KOSPI,027970,한국제지,543,3,0,35,31,3,3,28,+0.00
KOSPI,017550,수산세보틱스,1653,3,0,54,103,30,56,47,+0.00
KOSPI,019180,티에이치엔,5720,3,0,28,91,47,153,-62,+0.00
KOSPI,016740,두올,3590,3,0,7,23,13,44,-21,+0.00
KOSPI,002450,삼익악기,1135,3,0,9,10,8,9,1,+0.00
KOSPI,009580,무림P&P,1645,3,0,7,19,11,29,-10,+0.00
KOSPI,036580,팜스코,2770,3,0,189,447,134,334,113,+0.01
KOSPI,264900,크라운제과,8120,3,0,40,329,49,412,-83,+0.01
KOSPI,070960,모나용평,2110,3,0,62,200,24,76,124,+0.00
KOSPI,012800,대창,1113,3,0,1952,2584,2025,2812,-228,+0.05
KOSPI,013570,디와이,3850,3,0,8,35,0,2,33,+0.00
KOSPI,119650,KC코트렐,918,3,0,104,49,18,9,40,+0.00
KOSPI,123690,한국화장품,6270,3,0,8,49,8,53,-4,+0.00
KOSPI,021820,세원정공,10050,3,0,0,0,0,1,-1,+0.00
KOSPI,023450,동남합성,28650,3,0,0,12,0,11,1,+0.00
KOSPI,015590,DKME,1876,3,0,59,30,526,265,-235,+0.00
KOSPI,007210,벽산,1524,3,0,4,7,7,12,-5,+0.00
KOSPI,025620,차AI헬스케어,5360,3,0,1,3,0,1,2,+0.00
KOSPI,035000,HS애드,5870,3,0,0,1,0,1,0,+0.00
KOSPI,067830,세이브존I&C,2310,3,0,5,10,2,5,5,+0.00
KOSPI,014790,HL D&I,2500,3,0,11,27,14,35,-8,+0.00
KOSPI,002210,동성제약,973,3,0,3,12,5,22,-10,+0.00
KOSPI,058850,KTcs,2260,3,0,140,394,6,17,377,+0.00
KOSPI,084680,이월드,656,3,0,54,87,6,10,77,+0.00
KOSPI,014440,영보화학,4530,3,0,1,3,0,0,3,+0.00
KOSPI,003680,한성기업,14520,3,0,6,27,6,29,-2,+0.00
KOSPI,058730,다스코,4515,3,0,52,186,25,90,96,+0.00
KOSPI,032560,황금에스티,5290,3,0,1,3,0,2,1,+0.00
KOSPI,058860,KTis,2550,3,0,53,138,4,12,126,+0.00
KOSPI,004100,태양금속,2395,3,0,419,1208,482,1408,-200,+0.02
KOSPI,004140,동방,1830,3,0,256,609,144,344,265,+0.01
KOSPI,023000,삼원강재,2195,3,0,1,2,1,2,0,+0.00
KOSPI,008260,NI스틸,3040,3,0,6,23,6,22,1,+0.00
KOSPI,004890,동일산업,35650,3,0,0,0,0,5,-5,+0.00
KOSPI,013700,까뮤이앤씨,1445,3,0,1,2,1,2,0,+0.00
KOSPI,008700,아남전자,1104,3,0,77,91,45,53,38,+0.00
KOSPI,005740,크라운해태홀딩스,5670,3,0,75,435,101,594,-159,+0.01
KOSPI,023800,인지컨트롤스,5300,3,0,0,3,4,21,-18,+0.00
KOSPI,002600,조흥,138500,3,0,0,0,0,1,-1,+0.00
KOSPI,009190,대양금속,1877,3,0,20,30,91,136,-106,+0.00
KOSPI,001290,상상인증권,762,3,0,1,0,0,0,0,+0.00
KOSPI,019680,대교,970,3,0,32,81,10,25,56,+0.00
KOSPI,004840,DRB동일,4245,3,0,13,59,1,6,53,+0.00
KOSPI,010960,삼호개발,3385,3,0,1,4,0,1,3,+0.00
KOSPI,007980,TP,1725,3,0,87,117,25,34,83,+0.00
KOSPI,069730,DSR제강,5590,3,0,1,2,0,1,1,+0.00
KOSPI,163560,동일고무벨트,5770,3,0,28,206,5,36,170,+0.00
KOSPI,006090,사조오양,8510,3,0,0,3,1,5,-2,+0.00
KOSPI,006840,AK홀딩스,6040,3,0,0,2,0,2,0,+0.00
KOSPI,001470,삼부토건,347,3,0,5293,6146,4209,4929,1217,+0.10
KOSPI,139990,아주스틸,2055,3,0,2,7,0,1,6,+0.00
KOSPI,012690,모나리자,2170,3,0,81,220,59,162,58,+0.00
KOSPI,002700,신일전자,1130,3,0,2,3,8,11,-8,+0.00
KOSPI,111380,동인기연,12830,3,0,1,24,1,10,14,+0.00
KOSPI,000590,CS홀딩스,67600,3,0,0,0,0,0,0,+0.00
KOSPI,009180,한솔로지스틱스,2765,3,0,8,16,2,5,11,+0.00
KOSPI,363280,티와이홀딩스,1706,3,0,0,1,2,5,-4,+0.00
KOSPI,017370,우신시스템,4230,3,0,33,220,10,65,155,+0.00
KOSPI,001260,남광토건,7870,3,0,31,263,32,269,-6,+0.00
KOSPI,004720,팜젠사이언스,3400,3,0,9,44,1,4,40,+0.00
KOSPI,007590,동방아그로,5600,3,0,0,2,0,2,0,+0.00
KOSPI,000850,화천기공,34450,3,0,1,37,0,1,36,+0.00
KOSPI,011700,한신기계,2325,3,0,58,213,26,97,116,+0.00
KOSPI,014160,대영포장,694,3,0,59,57,13,12,45,+0.00
KOSPI,002200,한국수출포장,2245,3,0,6,17,6,15,2,+0.00
KOSPI,011150,CJ씨푸드,2070,3,0,61,179,6,18,161,+0.00
KOSPI,013870,지엠비코리아,3880,3,0,1,3,0,1,2,+0.00
KOSPI,095720,웅진씽크빅,1301,3,0,43,72,2,4,68,+0.00
KOSPI,002720,국제약품,3490,3,0,46,264,26,151,113,+0.00
KOSPI,084670,동양고속,25400,3,0,0,0,0,0,0,+0.00
KOSPI,063160,종근당바이오,13400,3,0,3,60,0,9,51,+0.00
KOSPI,338100,NH프라임리츠,3860,3,0,28,129,0,1,128,+0.00
KOSPI,013360,일성건설,1332,3,0,1367,2298,1156,1968,330,+0.04
KOSPI,004540,깨끗한나라,1907,3,0,1,1,7,13,-12,+0.00
KOSPI,079980,휴비스,2055,3,0,5,13,1,1,12,+0.00
KOSPI,155660,DSR,4430,3,0,0,0,0,1,-1,+0.00
KOSPI,000230,일동홀딩스,6130,3,0,2,17,0,3,14,+0.00
KOSPI,005360,모나미,3730,3,0,12,25,2,4,21,+0.00
KOSPI,000180,성창기업지주,5010,3,0,0,0,0,0,0,+0.00
KOSPI,005750,대림바스,4140,3,0,6,21,5,17,4,+0.00
KOSPI,009770,삼정펄프,27450,3,0,1,18,1,15,3,+0.00
KOSPI,003580,HLB글로벌,1345,3,0,65,272,13,55,217,+0.00
KOSPI,006890,태경케미컬,5840,3,0,2,23,2,24,-1,+0.00
KOSPI,001020,페이퍼코리아,1900,3,0,2,1,7,6,-5,+0.00
KOSPI,007110,일신석재,867,3,0,10900,18115,6652,11087,7028,+0.26
KOSPI,016090,대현,1490,3,0,113,243,32,68,175,+0.00
KOSPI,396690,미래에셋글로벌리츠,1660,3,0,7,18,3,9,9,+0.00
KOSPI,001560,제일연마,8620,3,0,0,1,0,0,1,+0.00
KOSPI,004440,삼일씨엔에스,5070,3,0,0,1,1,3,-2,+0.00
KOSPI,018500,동원금속,1365,3,0,49,57,26,31,26,+0.00
KOSPI,006370,대구백화점,5870,3,0,1,4,1,8,-4,+0.00
KOSPI,005870,휴니드,4490,3,0,141,1152,93,754,398,+0.02
KOSPI,072130,유엔젤,4980,3,0,47,232,21,105,127,+0.00
KOSPI,100220,비상교육,4860,3,0,22,142,41,260,-118,+0.00
KOSPI,010040,한국내화,1526,3,0,0,0,0,0,0,+0.00
KOSPI,055490,테이팩스,13070,3,0,3,51,1,17,34,+0.00
KOSPI,068290,삼성출판사,6210,3,0,8,113,2,35,78,+0.00
KOSPI,031820,아이티센씨티에스,5070,3,0,10,5,2,1,4,+0.00
KOSPI,004770,써니전자,1709,3,0,94,153,22,35,118,+0.00
KOSPI,002760,보락,1012,3,0,230,262,28,32,230,+0.00
KOSPI,071090,하이스틸,2990,3,0,18,54,5,16,38,+0.00
KOSPI,111110,호전실업,6650,3,0,13,105,2,17,88,+0.00
KOSPI,003780,진양산업,4630,3,0,174,1044,202,1208,-164,+0.02
KOSPI,010660,화천기계,2735,3,0,376,1014,162,432,582,+0.01
KOSPI,009200,무림페이퍼,1432,3,0,23,46,4,8,38,+0.00
KOSPI,085310,엔케이,8020,3,0,21,16,10,8,8,+0.00
KOSPI,129260,인터지스,1959,3,0,12,25,11,23,2,+0.00
KOSPI,000220,유유제약,3695,3,0,4,19,1,4,15,+0.00
KOSPI,214330,금호에이치티,5550,3,0,12,7,63,35,-28,+0.00
KOSPI,024900,디와이덕양,1777,3,0,42,128,5,15,113,+0.00
KOSPI,006880,신송홀딩스,4870,3,0,97,720,75,560,160,+0.01
KOSPI,075180,새론오토모티브,2975,3,0,0,0,0,0,0,+0.00
KOSPI,001550,조비,10760,3,0,0,3,0,3,0,+0.00
KOSPI,010770,평화홀딩스,3810,3,0,0,1,0,0,1,+0.00
KOSPI,007280,한국특강,1940,3,0,1,2,1,2,0,+0.00
KOSPI,092440,기신정기,1900,3,0,1,1,0,0,1,+0.00
KOSPI,001210,금호전기,894,3,0,62,40,3,2,38,+0.00
KOSPI,004450,삼화왕관,25550,3,0,0,0,0,0,0,+0.00
KOSPI,378850,화승알앤에이,2880,3,0,7,22,5,17,5,+0.00
KOSPI,003010,혜인,4300,3,0,39,197,4,21,176,+0.00
KOSPI,004830,덕성,3470,3,0,106,675,21,136,539,+0.01
KOSPI,007460,에이프로젠,2300,3,0,901,1069,698,824,245,+0.02
KOSPI,002410,범양건영,1935,3,0,447,1454,436,1430,24,+0.03
KOSPI,025530,SJM홀딩스,3550,3,0,1,2,1,4,-2,+0.00
KOSPI,123700,SJM,3380,3,0,4,14,0,1,13,+0.00
KOSPI,011230,삼화전자,2750,3,0,13,37,3,9,28,+0.00
KOSPI,002630,오리엔트바이오,885,3,0,102,49,96,47,2,+0.00
KOSPI,020760,일진디스플,902,3,0,2,1,7,6,-5,+0.00
KOSPI,001620,케이비아이동국실업,2220,3,0,0,0,12,7,-7,+0.00
KOSPI,004060,SG세계물산,2440,3,0,71,24,9,3,21,+0.00
KOSPI,009320,아진전자부품,1000,3,0,2,2,2,2,0,+0.00
KOSPI,006980,우성,15890,3,0,0,4,0,2,2,+0.00
KOSPI,004920,씨아이테크,939,3,0,10,12,34,44,-32,+0.00
KOSPI,372910,한컴라이프케어,1762,3,0,14,50,84,305,-255,+0.00
KOSPI,021050,서원,1026,3,0,23,28,17,21,7,+0.00
KOSPI,023810,인팩,4860,3,0,4,20,1,6,14,+0.00
KOSPI,011000,진원생명과학,534,3,0,148,323,9,19,304,+0.00
KOSPI,090080,평화산업,873,3,0,1,1,0,0,1,+0.00
KOSPI,014910,성문전자,2140,3,0,3,4,1,1,3,+0.00
KOSPI,017180,명문제약,1372,3,0,51,97,9,17,80,+0.00
KOSPI,011300,우성머티리얼스,2765,3,0,2324,1151,2398,1228,-77,+0.02
KOSPI,357250,미래에셋맵스리츠,1855,3,0,2,5,9,24,-19,+0.00
KOSPI,069460,대호에이엘,2660,3,0,402,526,38,50,476,+0.01
KOSPI,023350,한국종합기술,4170,3,0,14,60,3,14,46,+0.00
KOSPI,002140,고려산업,1827,3,0,147,403,28,76,327,+0.00
KOSPI,041650,상신브레이크,2120,3,0,5,14,1,4,10,+0.00
KOSPI,000910,유니온,2905,3,0,53,258,42,204,54,+0.00
