일자,현재가,대비부호,전일대비,등락율,체결수량,프로그램매도금액,프로그램매수금액,프로그램순매수금액,프로그램순매수금액증감,프로그램매도수량,프로그램매수수량,프로그램순매수수량,프로그램순매수수량증감,거래소구분
20260624,+72300,2,+2500,+3.58,406108,14207,20864,+6657,+5187,198119,290981,+92862,+72490,KRX
20260623,-69800,5,-3600,-4.90,382938,14414,15884,+1470,+5054,201217,221589,+20372,+68824,KRX
20260622,-73400,5,-2700,-3.55,294608,13955,10371,--3584,--3858,189189,140737,--48452,--52054,KRX
20260619,-76100,5,-2100,-2.69,394034,21181,21455,+274,+1389,279426,283028,+3602,+17773,KRX
20260618,-78200,5,-900,-1.14,216612,8917,7802,--1115,--1617,114115,99944,--14171,--20259,KRX
20260617,+79100,2,+800,+1.02,212823,6762,7264,+502,+2462,85370,91458,+6088,+31041,KRX
20260616,-78300,5,-600,-0.76,224649,12088,10128,--1960,--1712,153690,128737,--24953,--21783,KRX
20260615,+78900,2,+1700,+2.20,183086,8037,7789,--248,--1651,101780,98610,--3170,--21062,KRX
20260612,+77200,2,+800,+1.05,235499,7908,9311,+1403,+2226,101538,119430,+17892,+28599,KRX
20260611,-76400,5,-500,-0.65,401450,19233,18410,--823,+917,254676,243969,--10707,+12250,KRX
20260610,+76900,2,+200,+0.26,211718,10727,8987,--1740,--4096,141933,118976,--22957,--54424,KRX
20260609,+76700,2,+4300,+5.94,351448,13965,16321,+2356,+148,183251,214718,+31467,+1008,KRX
20260608,-72400,5,-5100,-6.58,311625,11594,13802,+2208,+5743,159440,189899,+30459,+75807,KRX
20260605,-77500,5,-2600,-3.25,380240,17737,14202,--3535,+2719,227356,182008,--45348,+32267,KRX
20260604,-80100,5,-1400,-1.72,366719,19867,13613,--6254,--6766,246196,168581,--77615,--83651,KRX
20260602,-81500,5,-1900,-2.28,321022,14232,14744,+512,--2118,174905,180941,+6036,--25329,KRX
20260601,-83400,5,-1600,-1.88,318607,13103,15733,+2630,--4601,156947,188312,+31365,--53972,KRX
20260529,+85000,2,+1400,+1.67,876213,56730,63961,+7231,+10000,668971,754308,+85337,+118780,KRX
20260528,-83600,5,-1600,-1.88,274135,12521,9752,--2769,--4538,150659,117216,--33443,--53825,KRX
20260527,-85200,5,-600,-0.70,240202,8497,10266,+1769,+5841,99109,119491,+20382,+67554,KRX
20260526,-85800,5,-2500,-2.83,285994,13675,9603,--4072,--16184,157890,110718,--47172,--184440,KRX
20260522,+88300,2,+4200,+4.99,417505,17641,29753,+12112,+6554,199864,337132,+137268,+70806,KRX
20260521,+84100,2,+2600,+3.19,249283,8848,14406,+5558,+6452,105597,172059,+66462,+77613,KRX
20260520,+81500,2,+200,+0.25,351417,16154,15260,--894,--1253,198765,187614,--11151,--15502,KRX
20260519,-81300,5,-2100,-2.52,277304,11379,11738,+359,+1893,139533,143884,+4351,+23261,KRX
20260518,-83400,5,-2600,-3.02,288845,13201,11667,--1534,--175,159099,140189,--18910,--3499,KRX
20260515,-86000,5,-3400,-3.80,378828,13279,11920,--1359,--4457,152329,136918,--15411,--51645,KRX
20260514,+89400,2,+4700,+5.55,632965,16822,19920,+3098,+4897,190797,227031,+36234,+57706,KRX
20260513,-84700,5,-200,-0.24,280392,14542,12743,--1799,--4369,171339,149867,--21472,--51765,KRX
20260512,+84900,2,+300,+0.35,356796,13440,16010,+2570,+3531,158743,189036,+30293,+41735,KRX
20260511,-84600,5,-2000,-2.31,344141,13703,12742,--961,+8238,161191,149749,--11442,+94555,KRX
20260508,-86600,5,-1400,-1.59,286627,15686,6487,--9199,--8346,180572,74575,--105997,--96073,KRX
20260507,+88000,2,+200,+0.23,277108,13136,12283,--853,+8870,148667,138743,--9924,+100087,KRX
20260506,-87800,5,-2700,-2.98,438557,17250,7527,--9723,+11256,195112,85101,--110011,+120439,KRX
20260504,-90500,5,-1100,-1.20,352126,25264,4285,--20979,--10173,277489,47039,--230450,--113105,KRX
20260430,-91600,5,-1600,-1.72,237957,15198,4392,--10806,--8898,165086,47741,--117345,--96918,KRX
20260429,-93200,5,-500,-0.53,159434,6235,4327,--1908,--945,66734,46307,--20427,--10152,KRX
20260428,-93700,5,-400,-0.43,200397,9783,8820,--963,+848,104210,93935,--10275,+8923,KRX
20260427,-94100,5,-700,-0.74,177933,7854,6043,--1811,--3437,83263,64065,--19198,--36280,KRX
20260424,+94800,2,+100,+0.11,170005,4452,6078,+1626,+5486,46863,63945,+17082,+57896,KRX
20260423,-94700,5,-400,-0.42,178673,8165,4305,--3860,+316,86182,45368,--40814,+3016,KRX
20260422,-95100,5,-1400,-1.45,157242,7612,3436,--4176,--1492,79918,36088,--43830,--16062,KRX
20260421,-96500,5,-600,-0.62,177303,7349,4665,--2684,--2948,75967,48199,--27768,--30492,KRX
20260420,-97100,5,-400,-0.41,116869,5725,5989,+264,+449,58914,61638,+2724,+4634,KRX
20260417,-97500,5,-200,-0.20,125426,4842,4657,--185,+2172,49780,47870,--1910,+22154,KRX
20260416,+97700,2,+500,+0.51,197752,8959,6602,--2357,--10412,91461,67397,--24064,--107234,KRX
20260415,+97200,2,+3600,+3.85,314670,9176,17231,+8055,+7448,94629,177799,+83170,+76737,KRX
20260414,+93600,2,+1500,+1.63,185440,8347,8954,+607,+2513,89212,95645,+6433,+27271,KRX
20260413,-92100,5,-800,-0.86,136295,5917,4011,--1906,+5325,64509,43671,--20838,+56716,KRX
20260410,-92900,5,-900,-0.96,176406,11353,4122,--7231,--3550,121794,44240,--77554,--38163,KRX
20260409,-93800,5,-400,-0.42,203826,10448,6767,--3681,--3625,111852,72461,--39391,--38674,KRX
20260408,+94200,2,+2800,+3.06,205545,7581,7525,--56,+928,80532,79815,--717,+10254,KRX
20260407,-91400,5,-400,-0.44,168418,6915,5931,--984,+7638,75374,64403,--10971,+82513,KRX
20260406,-91800,5,-1000,-1.08,181773,10658,2036,--8622,--3425,115526,22042,--93484,--37822,KRX
20260403,-92800,5,-100,-0.11,126931,6490,1293,--5197,+7920,69507,13845,--55662,+82351,KRX
20260402,-92900,5,-6600,-6.63,357804,17990,4873,--13117,--15573,189138,51125,--138013,--162637,KRX
20260401,+99500,2,+4700,+4.96,202022,7000,9456,+2456,+4972,70985,95609,+24624,+50931,KRX
20260331,-94800,5,-3700,-3.76,234736,10778,8262,--2516,--2370,112310,86003,--26307,--24750,KRX
20260330,-98500,5,-1900,-1.89,145177,6847,6701,--146,--4003,70079,68522,--1557,--40537,KRX
20260327,+100400,2,+1400,+1.41,178711,5248,9105,+3857,--1500,52876,91856,+38980,--14589,KRX
20260326,+99000,2,+100,+0.10,194901,4966,10323,+5357,+25,49881,103450,+53569,--908,KRX
20260325,+98900,2,+3300,+3.45,208830,5012,10344,+5332,+1043,51016,105493,+54477,+9445,KRX
20260324,+95600,2,+2100,+2.25,173688,5768,10057,+4289,+14065,60632,105664,+45032,+148119,KRX
20260323,-93500,5,-6800,-6.78,274811,13790,4014,--9776,--16595,145577,42490,--103087,--171563,KRX
20260320,+100300,2,+1600,+1.62,313999,12762,19581,+6819,+1439,127659,196135,+68476,+14013,KRX
20260319,-98700,5,-1500,-1.50,250071,7448,12828,+5380,+1656,75429,129892,+54463,+17346,KRX
20260318,+100200,2,+700,+0.70,233809,8263,11987,+3724,--3082,82456,119573,+37117,--31065,KRX
20260317,+99500,2,+2100,+2.16,222737,6482,13288,+6806,+5792,64995,133177,+68182,+57744,KRX
20260316,-97400,5,-1900,-1.91,184711,6070,7084,+1014,--1556,62118,72556,+10438,--15550,KRX
20260313,-99300,5,-600,-0.60,196832,7211,9781,+2570,+18686,72894,98882,+25988,+186127,KRX
20260312,+99900,2,+1400,+1.42,486079,25639,9523,--16116,--18083,255459,95320,--160139,--179740,KRX
20260311,98500,3,0,0.00,201132,6200,8167,+1967,--2546,62020,81621,+19601,--26404,KRX
20260310,+98500,2,+2100,+2.18,206994,7786,12299,+4513,--3639,79198,125203,+46005,--39747,KRX
20260309,-96400,5,-2900,-2.92,292902,9060,17212,+8152,+4308,95161,180913,+85752,+46687,KRX
20260306,+99300,2,+500,+0.51,265908,8199,12043,+3844,--5881,83297,122362,+39065,--59329,KRX
20260305,+98800,2,+6400,+6.93,513187,18895,28620,+9725,+14599,192583,290977,+98394,+144139,KRX
20260304,-92400,5,-14100,-13.24,817804,36447,31573,--4874,--12503,377324,331579,--45745,--115873,KRX
20260303,-106500,5,-3700,-3.36,487641,18699,26328,+7629,--1321,174528,244656,+70128,--11161,KRX
20260227,-110200,5,-700,-0.63,666455,36592,45542,+8950,--1876,332426,413715,+81289,--16244,KRX
20260226,-110900,5,-2200,-1.95,557154,15513,26339,+10826,+9122,141037,238570,+97533,+82417,KRX
20260225,-113100,5,-500,-0.44,263150,11907,13611,+1704,--6390,105561,120677,+15116,--56202,KRX
20260224,+113600,2,+400,+0.35,350318,11146,19240,+8094,--10520,98194,169512,+71318,--93394,KRX
20260223,+113200,2,+1400,+1.25,414588,8199,26813,+18614,+20835,72768,237480,+164712,+184617,KRX
20260220,-111800,5,-1100,-0.97,245441,10636,8415,--2221,--26405,95071,75166,--19905,--236094,KRX
20260219,+112900,2,+4100,+3.77,589610,6262,30446,+24184,+20629,56097,272286,+216189,+183491,KRX
20260213,-108800,5,-600,-0.55,228218,6894,10449,+3555,--2809,63497,96195,+32698,--25265,KRX
20260212,+109400,2,+200,+0.18,491272,15559,21923,+6364,+1685,143350,201313,+57963,+14861,KRX
20260211,+109200,2,+1000,+0.92,382668,10322,15001,+4679,--4309,95193,138295,+43102,--39868,KRX
20260210,+108200,2,+900,+0.84,256391,3810,12798,+8988,+4925,35222,118192,+82970,+44963,KRX
20260209,+107300,2,+2500,+2.39,286502,9059,13122,+4063,+9250,84749,122756,+38007,+88595,KRX
20260206,-104800,5,-2600,-2.42,382690,18718,13531,--5187,--9322,180578,129990,--50588,--88654,KRX
20260205,-107400,5,-1400,-1.29,352386,8587,12722,+4135,--2667,79384,117450,+38066,--24694,KRX
20260204,+108800,2,+700,+0.65,302421,6239,13041,+6802,--1295,57520,120280,+62760,--12824,KRX
20260203,+108100,2,+3500,+3.35,293197,7794,15891,+8097,+7684,73106,148690,+75584,+72132,KRX
20260202,-104600,5,-3400,-3.15,393637,15958,16371,+413,--662,151610,155062,+3452,--6246,KRX
20260130,-108000,5,-2200,-2.00,404487,14019,15094,+1075,--6842,129247,138945,+9698,--62013,KRX
20260129,+110200,2,+500,+0.46,408508,10365,18282,+7917,--5157,94356,166067,+71711,--47113,KRX
20260128,+109700,2,+1400,+1.29,557283,7764,20838,+13074,+11312,70705,189529,+118824,+102678,KRX
20260127,-108300,5,-700,-0.64,461174,20774,22536,+1762,--12595,192267,208413,+16146,--115363,KRX
20260126,+109000,2,+800,+0.74,463189,5637,19994,+14357,--1582,51656,183165,+131509,--16466,KRX
20260123,+108200,2,+3400,+3.24,578836,14915,30854,+15939,+2717,138283,286258,+147975,+21539,KRX
20260122,+104800,2,+2000,+1.95,477448,10235,23457,+13222,+27944,97832,224268,+126436,+268136,KRX
20260121,-102800,5,-4600,-4.28,649155,23210,8488,--14722,--23726,224305,82605,--141700,--225590,KRX
20260120,+107400,2,+1500,+1.42,440044,10086,19090,+9004,+15786,93850,177740,+83890,+147733,KRX
20260119,-105900,5,-2000,-1.85,511849,18054,11272,--6782,--10140,170053,106210,--63843,--95022,KRX
20260116,-107900,5,-300,-0.28,442665,7356,10714,+3358,+7999,68128,99307,+31179,+74181,KRX
20260115,-108200,5,-1000,-0.92,533177,16174,11533,--4641,+9006,149712,106710,--43002,+81096,KRX
20260114,-109200,5,-2200,-1.97,504766,20433,6786,--13647,--4821,185565,61467,--124098,--44901,KRX
20260113,-111400,5,-800,-0.71,391534,17091,8265,--8826,--1161,153242,74045,--79197,--10852,KRX
20260112,-112200,5,-1100,-0.97,349888,15475,7810,--7665,--7155,137610,69265,--68345,--63688,KRX
20260109,113300,3,0,0.00,270683,11169,10659,--510,--564,99015,94358,--4657,--4634,KRX
20260108,+113300,2,+100,+0.09,574070,20619,20673,+54,+6753,181968,181945,--23,+59398,KRX
20260107,-113200,5,-1300,-1.14,342445,15388,8689,--6699,--2071,136330,76909,--59421,--18836,KRX
20260106,114500,3,0,0.00,330145,16638,12010,--4628,--11199,145530,104945,--40585,--97996,KRX
20260105,+114500,2,+1700,+1.51,362540,9173,15744,+6571,+11459,80595,138006,+57411,+100775,KRX
20260102,+112800,2,+400,+0.36,271992,10450,5562,--4888,--5578,92418,49054,--43364,--49448,KRX
20251230,-112400,5,-700,-0.62,222218,4855,5545,+690,+3141,43281,49365,+6084,+27920,KRX
20251229,+113100,2,+400,+0.35,220059,7366,4915,--2451,+3922,65435,43599,--21836,+34341,KRX
20251226,-112700,5,-2500,-2.17,375952,10464,4091,--6373,--5927,92271,36094,--56177,--52292,KRX
20251224,-115200,5,-1000,-0.86,155699,4360,3914,--446,--5255,37750,33865,--3885,--44989,KRX
20251223,+116200,2,+200,+0.17,232551,5359,10168,+4809,+3432,46056,87160,+41104,+29291,KRX
20251222,-116000,5,-400,-0.34,225703,5026,6403,+1377,--3606,43297,55110,+11813,--30975,KRX
20251219,+116400,2,+2300,+2.02,349863,13874,18857,+4983,+7220,119477,162265,+42788,+62740,KRX
20251218,-114100,5,-200,-0.17,433190,13820,11583,--2237,--1793,121260,101308,--19952,--16064,KRX
20251217,-114300,5,-800,-0.70,287138,11322,10878,--444,+2912,99097,95209,--3888,+25206,KRX
20251216,-115100,5,-1600,-1.37,378308,17116,13760,--3356,--7495,148417,119323,--29094,--64448,KRX
20251215,-116700,5,-300,-0.26,279194,9431,13570,+4139,+3596,80923,116277,+35354,+30867,KRX
20251212,+117000,2,+1000,+0.86,287451,12244,12787,+543,--6066,105062,109549,+4487,--52307,KRX
20251211,+116000,2,+100,+0.09,424947,18462,25071,+6609,+14041,158708,215502,+56794,+120926,KRX
20251210,-115900,5,-600,-0.52,199445,10427,2995,--7432,--5586,89935,25803,--64132,--48234,KRX
20251209,+116500,2,+400,+0.34,228450,11387,9541,--1846,+11726,97830,81932,--15898,+100888,KRX
20251208,-116100,5,-1200,-1.02,330202,19720,6148,--13572,--10366,169650,52864,--116786,--89029,KRX
20251205,-117300,5,-1100,-0.93,446686,19340,16134,--3206,+226,165993,138236,--27757,+1374,KRX
20251204,-118400,5,-1000,-0.84,358790,13052,9620,--3432,--3559,110771,81640,--29131,--30136,KRX
20251203,-119400,5,-600,-0.50,209763,9538,9665,+127,+2465,79766,80771,+1005,+20476,KRX
20251202,-120000,5,-1900,-1.56,286920,11266,8928,--2338,--7429,94031,74560,--19471,--61378,KRX
20251201,-121900,5,-100,-0.08,263880,6376,11467,+5091,--3108,52478,94385,+41907,--25223,KRX
20251128,+122000,2,+1800,+1.50,450423,13384,21583,+8199,+2164,110180,177310,+67130,+16880,KRX
20251127,+120200,2,+800,+0.67,266196,5372,11407,+6035,--16671,44807,95057,+50250,--141306,KRX
20251126,+119400,2,+4900,+4.28,463846,6987,29693,+22706,+25562,59112,250668,+191556,+216608,KRX
20251125,-114500,5,-700,-0.61,266686,11578,8722,--2856,+8388,100554,75502,--25052,+71709,KRX
20251124,-115200,5,-1500,-1.29,388227,25532,14288,--11244,--7240,219978,123217,--96761,--62148,KRX
20251121,-116700,5,-2000,-1.68,286210,15418,11414,--4004,--8789,132731,98118,--34613,--74964,KRX
20251120,+118700,2,+2700,+2.33,365718,14140,18925,+4785,+15935,119661,160012,+40351,+136441,KRX
20251119,-116000,5,-3900,-3.25,431375,22492,11342,--11150,--20509,193298,97208,--96090,--174321,KRX
20251118,-119900,5,-3100,-2.52,505870,12551,21910,+9359,+18112,103609,181840,+78231,+149062,KRX
20251117,-123000,5,-2000,-1.60,505445,22031,13278,--8753,--31422,178259,107428,--70831,--250870,KRX
20251114,+125000,2,+3800,+3.14,2056109,46718,69387,+22669,+11501,368877,548916,+180039,+88131,KRX
20251113,+121200,2,+1400,+1.17,831960,26932,38100,+11168,--47606,222590,314498,+91908,--405691,KRX
20251112,+119800,2,+7400,+6.58,1071530,10246,69020,+58774,+67811,86701,584300,+497599,+577478,KRX
20251111,-112400,5,-2100,-1.83,365715,14764,5727,--9037,+2833,130264,50385,--79879,+23649,KRX
20251110,-114500,5,-800,-0.69,282172,15959,4089,--11870,--5287,139089,35561,--103528,--46002,KRX
20251107,+115300,2,+800,+0.70,479609,17551,10968,--6583,+5535,152785,95259,--57526,+47746,KRX
20251106,-114500,5,-2000,-1.72,377277,19245,7127,--12118,+4747,167078,61806,--105272,+38091,KRX
20251105,-116500,5,-3900,-3.24,651097,32825,15960,--16865,--37632,279277,135914,--143363,--316572,KRX
20251104,+120400,2,+2300,+1.95,857592,14978,35745,+20767,+25925,124300,297509,+173209,+217173,KRX
20251103,+118100,2,+100,+0.08,328661,13710,8552,--5158,--16710,116619,72655,--43964,--141555,KRX
20251031,+118000,2,+2000,+1.72,469865,8159,19711,+11552,+16433,69030,166621,+97591,+139698,KRX
20251030,-116000,5,-1200,-1.02,343315,12447,7566,--4881,--799,106424,64317,--42107,--7190,KRX
20251029,-117200,5,-2300,-1.92,273117,10143,6061,--4082,--10203,86309,51392,--34917,--86093,KRX
20251028,119500,3,0,0.00,374674,10526,16647,+6121,--17134,87880,139056,+51176,--146034,KRX
20251027,+119500,2,+5400,+4.73,635928,8124,31379,+23255,+28631,69012,266222,+197210,+244133,KRX
20251024,-114100,5,-1400,-1.21,303038,9404,4028,--5376,+7880,82128,35205,--46923,+67138,KRX
20251023,-115500,5,-2900,-2.45,447737,18759,5503,--13256,--18927,161307,47246,--114061,--161925,KRX
20251022,+118400,2,+200,+0.17,316156,6520,12191,+5671,+1302,55052,102916,+47864,+10993,KRX
20251021,+118200,2,+300,+0.25,288352,6413,10782,+4369,--1773,54437,91308,+36871,--15214,KRX
20251020,+117900,2,+1200,+1.03,290243,6010,12152,+6142,+6010,51209,103294,+52085,+51099,KRX
20251017,-116700,5,-100,-0.09,274346,8815,8947,+132,+1066,75770,76756,+986,+9138,KRX
20251016,-116800,5,-400,-0.34,317009,9655,8721,--934,+18197,82416,74264,--8152,+154202,KRX
20251015,-117200,5,-2800,-2.33,497849,22014,2883,--19131,--26828,186783,24429,--162354,--226189,KRX
20251014,+120000,2,+1600,+1.35,420474,9712,17409,+7697,+9017,81155,144990,+63835,+75190,KRX
20251013,-118400,5,-2300,-1.91,244947,11045,9725,--1320,--2993,93258,81903,--11355,--25101,KRX
20251010,+120700,2,+800,+0.67,322864,11134,12807,+1673,--4883,92572,106318,+13746,--40523,KRX
20251002,+119900,2,+100,+0.08,404118,16388,22944,+6556,+3140,136144,190413,+54269,+25993,KRX
20251001,+119800,2,+700,+0.59,279034,6597,10013,+3416,+609,55020,83296,+28276,+4842,KRX
20250930,+119100,2,+2800,+2.41,626404,14895,17702,+2807,+3173,123961,147395,+23434,+26647,KRX
20250929,+116300,2,+1600,+1.39,171645,5351,4985,--366,+8884,46266,43053,--3213,+76749,KRX
20250926,-114700,5,-3300,-2.80,345458,13520,4270,--9250,--2021,116947,36985,--79962,--18857,KRX
20250925,-118000,5,-2100,-1.75,249282,10759,3530,--7229,--1884,90956,29851,--61105,--16907,KRX
20250924,-120100,5,-3000,-2.44,308610,10616,5271,--5345,--3126,87976,43778,--44198,--26293,KRX
20250923,-123100,5,-100,-0.08,448394,12054,9835,--2219,--12959,97919,80014,--17905,--106166,KRX
20250922,+123200,2,+4600,+3.88,625387,8778,19518,+10740,+4701,72268,160529,+88261,+37261,KRX
20250919,+118600,2,+1600,+1.37,379882,12369,18408,+6039,+7598,104492,155492,+51000,+64440,KRX
20250918,+117000,2,+800,+0.69,197583,7527,5968,--1559,+5963,64431,50991,--13440,+50743,KRX
20250917,-116200,5,-3100,-2.60,267463,10208,2686,--7522,--3210,87161,22978,--64183,--27781,KRX
20250916,+119300,2,+300,+0.25,252527,10179,5867,--4312,--84,85847,49445,--36402,--916,KRX
20250915,-119000,5,-700,-0.58,204618,9190,4962,--4228,--343,77151,41665,--35486,--2658,KRX
20250912,+119700,2,+800,+0.67,301384,10780,6895,--3885,+3807,90600,57772,--32828,+31799,KRX
20250911,-118900,5,-600,-0.50,315657,20630,12938,--7692,--3905,173325,108698,--64627,--32958,KRX
20250910,-119500,5,-400,-0.33,281044,10906,7119,--3787,+2465,91212,59543,--31669,+20480,KRX
20250909,-119900,5,-1800,-1.48,296329,12051,5799,--6252,+7042,100508,48359,--52149,+56513,KRX
20250908,+121700,2,+2700,+2.27,827670,30903,17609,--13294,--12281,251875,143213,--108662,--100096,KRX
20250905,+119000,2,+900,+0.76,209073,6438,5425,--1013,+1388,54401,45835,--8566,+11907,KRX
20250904,118100,3,0,0.00,230510,7518,5117,--2401,--9777,64017,43544,--20473,--83508,KRX
20250903,+118100,2,+4100,+3.60,492134,10375,17751,+7376,+7597,88577,151612,+63035,+65017,KRX
20250902,+114000,2,+1400,+1.24,161980,5673,5452,--221,+1189,49917,47935,--1982,+10517,KRX
20250901,-112600,5,-900,-0.79,159646,5630,4220,--1410,+2281,49706,37207,--12499,+19901,KRX
20250829,-113500,5,-1800,-1.56,286377,12686,8995,--3691,--1731,111056,78656,--32400,--15449,KRX
20250828,-115300,5,-900,-0.77,137489,5096,3136,--1960,+295,44016,27065,--16951,+2435,KRX
20250827,-116200,5,-500,-0.43,171584,5641,3386,--2255,--4386,48477,29091,--19386,--37533,KRX
20250826,-116700,5,-100,-0.09,342387,24578,26709,+2131,+1237,210796,228943,+18147,+10532,KRX
20250825,+116800,2,+1800,+1.57,242878,5879,6773,+894,+282,50296,57911,+7615,+2334,KRX
20250822,+115000,2,+1300,+1.14,355906,8472,9084,+612,+960,73216,78497,+5281,+8433,KRX
20250821,+113700,2,+400,+0.35,199717,5944,5596,--348,+4243,52053,48901,--3152,+37477,KRX
20250820,-113300,5,-500,-0.44,264064,12342,7751,--4591,--1044,109261,68632,--40629,--9472,KRX
20250819,+113800,2,+100,+0.09,252094,9192,5645,--3547,+2544,80466,49309,--31157,+22084,KRX
20250818,-113700,5,-700,-0.61,287661,13606,7515,--6091,+7155,118595,65354,--53241,+61500,KRX
20250814,+114400,2,+1000,+0.88,439097,22007,8761,--13246,--14503,191168,76427,--114741,--125828,KRX
20250813,+113400,2,+2400,+2.16,241356,4772,6029,+1257,+7671,42315,53402,+11087,+68419,KRX
20250812,-111000,5,-1000,-0.89,234209,8765,2351,--6414,--3276,78280,20948,--57332,--29363,KRX
20250811,112000,3,0,0.00,155164,5203,2065,--3138,--1535,46360,18391,--27969,--13682,KRX
20250808,-112000,5,-200,-0.18,200364,6268,4665,--1603,+8174,55678,41391,--14287,+72625,KRX
20250807,-112200,5,-2300,-2.01,319891,12682,2905,--9777,--8396,112775,25863,--86912,--74879,KRX
20250806,-114500,5,-400,-0.35,225513,8651,7270,--1381,+4872,75838,63805,--12033,+42347,KRX
20250805,+114900,2,+2300,+2.04,388770,13619,7366,--6253,--4414,118574,64194,--54380,--38083,KRX
20250804,-112600,5,-100,-0.09,293168,9754,7915,--1839,+3065,86431,70134,--16297,+26743,KRX
20250801,-112700,5,-5400,-4.57,487384,14717,9813,--4904,+12329,129045,86005,--43040,+102183,KRX
20250731,-118100,5,-1700,-1.42,776051,25423,8190,--17233,--5576,214332,69109,--145223,--48168,KRX
20250730,-119800,5,-600,-0.50,510809,18313,6656,--11657,--7477,152379,55324,--97055,--62283,KRX
20250729,+120400,2,+100,+0.08,363527,9008,4828,--4180,--6672,75064,40292,--34772,--55417,KRX
20250728,-120300,5,-2100,-1.72,376648,4211,6703,+2492,+2474,34678,55323,+20645,+20417,KRX
20250725,-122400,5,-900,-0.73,315061,7983,8001,+18,--1722,64934,65162,+228,--13992,KRX
20250724,-123300,5,-1900,-1.52,689559,12538,14278,+1740,+8547,99921,114141,+14220,+68560,KRX
20250723,+125200,2,+200,+0.16,490296,15426,8619,--6807,+4393,123059,68719,--54340,+35214,KRX
20250722,-125000,5,-900,-0.71,837689,20900,9700,--11200,+31470,166998,77444,--89554,+242886,KRX
20250721,-125900,5,-6100,-4.62,1532486,57885,15215,--42670,--22440,452090,119650,--332440,--179802,KRX
20250718,-132000,5,-3800,-2.80,1482515,48424,28194,--20230,--73454,366324,213686,--152638,--580993,KRX
20250717,+135800,2,+23100,+20.50,5178462,77962,131186,+53224,+51759,616039,1044394,+428355,+415346,KRX
20250716,-112700,5,-100,-0.09,208879,5693,7158,+1465,+1244,50780,63789,+13009,+11081,KRX
20250715,+112800,2,+1400,+1.26,292109,9081,9302,+221,+4601,80562,82490,+1928,+41203,KRX
20250714,-111400,5,-300,-0.27,231405,9219,4839,--4380,+1863,82712,43437,--39275,+16294,KRX
20250711,-111700,5,-400,-0.36,352209,11851,5608,--6243,+1545,105317,49748,--55569,+14116,KRX
20250710,+112100,2,+2900,+2.66,681796,25305,17517,--7788,--22956,226559,156874,--69685,--209127,KRX
20250709,+109200,2,+2800,+2.63,461950,7376,22544,+15168,+19695,68081,207523,+139442,+181988,KRX
20250708,-106400,5,-1200,-1.12,323809,14815,10288,--4527,--9390,139104,96558,--42546,--87858,KRX
20250707,+107600,2,+1100,+1.03,222874,3886,8749,+4863,+12595,36291,81603,+45312,+117457,KRX
20250704,-106500,5,-3500,-3.18,332932,14580,6848,--7732,--24403,136176,64031,--72145,--225953,KRX
20250703,+110000,2,+3400,+3.19,641587,11408,28079,+16671,+18739,105873,259681,+153808,+173628,KRX
20250702,+106600,2,+1700,+1.62,419909,15021,12953,--2068,--4054,142038,122218,--19820,--38785,KRX
20250701,+104900,2,+700,+0.67,263622,7623,9609,+1986,+7211,72751,91716,+18965,+69305,KRX
20250630,+104200,2,+600,+0.58,270783,12635,7410,--5225,--14194,121565,71225,--50340,--136581,KRX
