일자,현재가,대비부호,전일대비,등락율,체결수량,프로그램매도금액,프로그램매수금액,프로그램순매수금액,프로그램순매수금액증감,프로그램매도수량,프로그램매수수량,프로그램순매수수량,프로그램순매수수량증감,거래소구분
20260520,-359500,5,-7000,-1.91,436772,48210,33740,--14470,--1644,135058,94528,--40530,--1737,KRX
20260519,+366500,2,+9000,+2.52,754483,82544,69718,--12826,+10387,225519,186726,--38793,+26955,KRX
20260518,-357500,5,-11500,-3.12,490438,60746,37533,--23213,--2233,170918,105170,--65748,--10103,KRX
20260515,-369000,5,-16000,-4.16,706370,76284,55304,--20980,--109062,199547,143902,--55645,--285883,KRX
20260514,+385000,2,+31000,+8.76,1116911,74536,162618,+88082,+126137,195545,425783,+230238,+340983,KRX
20260513,+354000,2,+12000,+3.51,1391758,127341,89286,--38055,--82503,357104,246359,--110745,--241421,KRX
20260512,+342000,2,+17000,+5.23,631389,31947,76395,+44448,+59765,94221,224897,+130676,+177662,KRX
20260511,-325000,5,-15500,-4.55,407754,36118,20801,--15317,+28607,110885,63899,--46986,+80460,KRX
20260508,-340500,5,-16000,-4.49,508739,64448,20524,--43924,--23984,186356,58910,--127446,--72193,KRX
20260507,-356500,5,-7000,-1.93,276735,31905,11965,--19940,--15625,88422,33169,--55253,--43356,KRX
20260506,-363500,5,-9500,-2.55,281703,35443,31128,--4315,--26910,97441,85544,--11897,--71403,KRX
20260504,+373000,2,+4500,+1.22,347544,34135,56730,+22595,+27951,90277,149783,+59506,+73964,KRX
20260430,-368500,5,-11500,-3.03,263102,33547,28191,--5356,--10706,90394,75936,--14458,--28287,KRX
20260429,+380000,2,+3500,+0.93,302463,36222,41572,+5350,+466,94892,108721,+13829,+1157,KRX
20260428,-376500,5,-2500,-0.66,305627,35968,40852,+4884,--14948,96130,108802,+12672,--39292,KRX
20260427,+379000,2,+10000,+2.71,375682,32065,51897,+19832,--27830,84173,136137,+51964,--76914,KRX
20260424,+369000,2,+11500,+3.22,333849,14195,61857,+47662,+61264,38593,167471,+128878,+166961,KRX
20260423,-357500,5,-2000,-0.56,289909,26414,12812,--13602,--1229,73519,35436,--38083,--3841,KRX
20260422,-359500,5,-9500,-2.57,267586,23345,10972,--12373,--1337,64836,30594,--34242,--4399,KRX
20260421,-369000,5,-2500,-0.67,231892,22103,11067,--11036,--36197,59746,29903,--29843,--96827,KRX
20260420,+371500,2,+5500,+1.50,284177,22089,47250,+25161,+27646,58953,125937,+66984,+73710,KRX
20260417,-366000,5,-3500,-0.95,142239,13427,10942,--2485,+4284,36539,29813,--6726,+11388,KRX
20260416,-369500,5,-3500,-0.94,206165,20866,14097,--6769,--42066,56022,37908,--18114,--113904,KRX
20260415,+373000,2,+20000,+5.67,342452,13113,48410,+35297,+39865,35521,131311,+95790,+108632,KRX
20260414,-353000,5,-500,-0.14,170578,16456,11888,--4568,+8160,46015,33173,--12842,+23593,KRX
20260413,-353500,5,-8000,-2.21,209597,23987,11259,--12728,--480,68534,32099,--36435,--2774,KRX
20260410,-361500,5,-8500,-2.30,197687,19121,6873,--12248,--6044,52531,18870,--33661,--16971,KRX
20260409,-370000,5,-4500,-1.20,318702,37765,31561,--6204,--18576,102434,85744,--16690,--49630,KRX
20260408,+374500,2,+20500,+5.79,362154,32370,44742,+12372,+14492,86316,119256,+32940,+38773,KRX
20260407,-354000,5,-8000,-2.21,191491,17658,15538,--2120,--21910,49050,43217,--5833,--59652,KRX
20260406,-362000,5,-3500,-0.96,229932,20356,40146,+19790,--8138,55410,109229,+53819,--21428,KRX
20260403,+365500,2,+13500,+3.84,434877,24140,52068,+27928,+23900,65234,140481,+75247,+64654,KRX
20260402,-352000,5,-8000,-2.22,339464,25329,29357,+4028,--617,71965,82558,+10593,--2215,KRX
20260401,+360000,2,+18500,+5.42,262135,21328,25973,+4645,--2430,59665,72473,+12808,--7586,KRX
20260331,-341500,5,-13000,-3.67,404673,34861,41936,+7075,+16567,100118,120512,+20394,+46920,KRX
20260330,-354500,5,-26500,-6.96,279419,30203,20711,--9492,+7740,84040,57514,--26526,+18769,KRX
20260327,381000,3,0,0.00,406290,47951,30719,--17232,+47070,125935,80640,--45295,+121960,KRX
20260326,+381000,2,+22500,+6.28,928970,125695,61393,--64302,--82262,326039,158784,--167255,--217425,KRX
20260325,+358500,2,+3000,+0.84,214380,17031,34991,+17960,--3377,47659,97829,+50170,--11778,KRX
20260324,+355500,2,+25000,+7.56,366457,27431,48768,+21337,+16341,78600,140548,+61948,+46832,KRX
20260323,-330500,5,-23000,-6.51,278760,27910,32906,+4996,+10213,83818,98934,+15116,+29841,KRX
20260320,-353500,5,-6500,-1.81,233537,33506,28289,--5217,--13226,94603,79878,--14725,--37012,KRX
20260319,+360000,2,+5000,+1.41,291881,30978,38987,+8009,+16943,86969,109256,+22287,+47353,KRX
20260318,+355000,2,+500,+0.14,239238,36185,27251,--8934,--20151,101552,76486,--25066,--56151,KRX
20260317,-354500,5,-500,-0.14,205829,10649,21866,+11217,+4860,29693,60778,+31085,+13047,KRX
20260316,-355000,5,-6500,-1.80,188963,11568,17925,+6357,+6694,32535,50573,+18038,+18987,KRX
20260313,-361500,5,-11000,-2.95,215480,22071,21734,--337,+18286,60865,59916,--949,+51111,KRX
20260312,+372500,2,+12500,+3.47,663706,104690,86067,--18623,+39133,286652,234592,--52060,+104811,KRX
20260311,-360000,5,-15500,-4.13,544892,93574,35818,--57756,--75492,254508,97637,--156871,--203935,KRX
20260310,+375500,2,+9000,+2.46,314319,24489,42225,+17736,+1424,64774,111838,+47064,+1404,KRX
20260309,-366500,5,-6500,-1.74,310934,23029,39341,+16312,+18732,64047,109707,+45660,+52315,KRX
20260306,+373000,2,+1000,+0.27,312462,32116,29696,--2420,--37316,86599,79944,--6655,--100700,KRX
20260305,+372000,2,+40000,+12.05,641312,60733,95629,+34896,+5836,161874,255919,+94045,+7221,KRX
20260304,-332000,5,-51000,-13.32,759912,63581,92641,+29060,+6466,180917,267741,+86824,+29639,KRX
20260303,-383000,5,-24500,-6.01,507292,39667,62261,+22594,--401,100695,157880,+57185,+190,KRX
20260227,+407500,2,+4500,+1.12,437970,48521,71516,+22995,--17362,119631,176626,+56995,--43659,KRX
20260226,+403000,2,+1000,+0.25,407938,17570,57927,+40357,+47261,43763,144417,+100654,+117758,KRX
20260225,-402000,5,-6000,-1.47,243048,27049,20145,--6904,--8852,67078,49974,--17104,--21888,KRX
20260224,+408000,2,+2000,+0.49,261727,27749,29697,+1948,--15183,68079,72863,+4784,--36994,KRX
20260223,+406000,2,+4000,+1.00,386572,22837,39968,+17131,+29519,55595,97373,+41778,+72506,KRX
20260220,-402000,5,-9500,-2.31,299250,37705,25317,--12388,--68942,93423,62695,--30728,--169950,KRX
20260219,+411500,2,+29500,+7.72,806219,42279,98833,+56554,+60974,104158,243380,+139222,+150777,KRX
20260213,-382000,5,-8000,-2.05,219545,20952,16532,--4420,+15627,54655,43100,--11555,+40231,KRX
20260212,+390000,2,+5000,+1.30,420418,40882,20835,--20047,--28930,105787,54001,--51786,--74520,KRX
20260211,+385000,2,+7000,+1.85,350596,34142,43025,+8883,+20004,88385,111119,+22734,+51888,KRX
20260210,-378000,5,-8000,-2.07,284099,35383,24262,--11121,--2304,92401,63247,--29154,--6182,KRX
20260209,+386000,2,+25000,+6.93,412183,38440,29623,--8817,--1997,100971,77999,--22972,--3788,KRX
20260206,-361000,5,-15500,-4.12,545120,48039,41219,--6820,+1708,133703,114519,--19184,+3079,KRX
20260205,-376500,5,-18500,-4.68,589367,42104,33576,--8528,+632,109831,87568,--22263,+905,KRX
20260204,-395000,5,-8000,-1.99,460081,35272,26112,--9160,+2387,88851,65683,--23168,+5608,KRX
20260203,+403000,2,+9000,+2.28,529146,41539,29992,--11547,--31947,103760,74984,--28776,--80625,KRX
20260202,-394000,5,-19000,-4.60,874995,51572,71972,+20400,+14826,130517,182366,+51849,+38740,KRX
20260130,-413000,5,-17000,-3.95,850110,67963,73537,+5574,+26953,162039,175148,+13109,+62814,KRX
20260129,-430000,5,-5000,-1.15,1182156,105970,84591,--21379,--123030,246749,197044,--49705,--288648,KRX
20260128,+435000,2,+27000,+6.62,1742935,78596,180247,+101651,+103438,183883,422826,+238943,+243124,KRX
20260127,+408000,2,+2000,+0.49,985930,67833,66046,--1787,--3252,165725,161544,--4181,--7134,KRX
20260126,+406000,2,+18500,+4.77,1727761,113954,115419,+1465,--33902,284033,286986,+2953,--89311,KRX
20260123,+387500,2,+17500,+4.73,1748539,70345,105712,+35367,+64959,183891,276155,+92264,+171233,KRX
20260122,-370000,5,-3500,-0.94,2054559,88483,58891,--29592,+107274,237879,158910,--78969,+255998,KRX
20260121,-373500,5,-107500,-22.35,7182318,401301,264435,--136866,--129590,998684,663717,--334967,--318254,KRX
20260120,-481000,5,-15000,-3.02,1543883,130456,123180,--7276,+57282,267263,250550,--16713,+113065,KRX
20260119,-496000,5,-22000,-4.25,721189,89040,24482,--64558,--144468,178878,49100,--129778,--285034,KRX
20260116,+518000,2,+47500,+10.10,2365666,150528,230438,+79910,+83310,302744,458000,+155256,+162417,KRX
20260115,+470500,2,+3500,+0.75,287350,22080,18680,--3400,+596,46867,39706,--7161,+1034,KRX
20260114,-467000,5,-10500,-2.20,356764,30597,26601,--3996,+938,64993,56798,--8195,+1843,KRX
20260113,+477500,2,+2000,+0.42,508943,54958,50024,--4934,+83328,115167,105129,--10038,+171649,KRX
20260112,-475500,5,-35500,-6.95,740896,119470,31208,--88262,--164424,246175,64488,--181687,--333438,KRX
20260109,+511000,2,+32500,+6.79,781220,37755,113917,+76162,+43162,76543,228294,+151751,+82911,KRX
20260108,+478500,2,+7500,+1.59,444992,31413,64413,+33000,+35532,65725,134565,+68840,+74280,KRX
20260107,-471000,5,-3000,-0.63,394844,33038,30506,--2532,+4107,70579,65139,--5440,+8843,KRX
20260106,+474000,2,+5500,+1.17,361600,41143,34504,--6639,--37391,87607,73324,--14283,--80156,KRX
20260105,+468500,2,+11500,+2.52,466838,36541,67293,+30752,+40904,78591,144464,+65873,+88217,KRX
20260102,+457000,2,+7500,+1.67,374917,39337,29185,--10152,+29198,86195,63851,--22344,+64855,KRX
20251230,-449500,5,-5500,-1.21,318179,50051,10701,--39350,+29818,110865,23666,--87199,+66568,KRX
20251229,+455000,2,+16000,+3.64,712265,116152,46984,--69168,--148711,257559,103792,--153767,--334051,KRX
20251226,+439000,2,+9000,+2.09,1024092,50299,129842,+79543,+34403,113985,294269,+180284,+75110,KRX
20251224,-430000,5,-9500,-2.16,474574,16477,61617,+45140,+24571,37950,143124,+105174,+58694,KRX
20251223,439500,3,0,0.00,430606,25960,46529,+20569,+38429,58590,105070,+46480,+86510,KRX
20251222,-439500,5,-8500,-1.90,336831,39222,21362,--17860,--17555,88258,48228,--40030,--38843,KRX
20251219,+448000,2,+17000,+3.94,767343,86189,85884,--305,+2478,193014,191827,--1187,+5176,KRX
20251218,+431000,2,+10000,+2.38,482527,48637,45854,--2783,--1137,113572,107209,--6363,--3185,KRX
20251217,-421000,5,-2500,-0.59,545351,53556,51910,--1646,--11868,125518,122340,--3178,--27245,KRX
20251216,-423500,5,-12500,-2.87,382905,27778,38000,+10222,+37025,64873,88940,+24067,+85343,KRX
20251215,+436000,2,+3000,+0.69,396635,54058,27255,--26803,--29671,123746,62470,--61276,--67795,KRX
20251212,-433000,5,-20500,-4.52,699191,67425,70293,+2868,+3561,155195,161714,+6519,+8120,KRX
20251211,-453500,5,-3000,-0.66,501583,88416,87723,--693,+12813,194823,193222,--1601,+28247,KRX
20251210,-456500,5,-500,-0.11,338181,40673,27167,--13506,+32816,89560,59712,--29848,+71004,KRX
20251209,-457000,5,-1000,-0.22,389081,65309,18987,--46322,--32443,142225,41373,--100852,--71292,KRX
20251208,+458000,2,+1500,+0.33,573548,35592,21713,--13879,+152706,76424,46864,--29560,+332005,KRX
20251205,-456500,5,-62500,-12.04,2815855,319333,152748,--166585,--141222,695295,333730,--361565,--312440,KRX
20251204,-519000,5,-3000,-0.57,282957,48427,23064,--25363,--27932,93660,44535,--49125,--53969,KRX
20251203,+522000,2,+1000,+0.19,224874,34794,37363,+2569,+69847,66721,71565,+4844,+132623,KRX
20251202,-521000,5,-21000,-3.87,359261,85342,18064,--67278,--91287,161787,34008,--127779,--171687,KRX
20251201,+542000,2,+9000,+1.69,356210,41257,65266,+24009,+17490,75891,119799,+43908,+32447,KRX
20251128,+533000,2,+12000,+2.30,471784,76047,82566,+6519,+8974,142554,154015,+11461,+16179,KRX
20251127,+521000,2,+3000,+0.58,231291,31632,29177,--2455,--5906,60281,55563,--4718,--10949,KRX
20251126,518000,3,0,0.00,284154,45413,48864,+3451,--8116,86806,93037,+6231,--16086,KRX
20251125,-518000,5,-9000,-1.71,302677,36443,48010,+11567,+34913,69656,91973,+22317,+66025,KRX
20251124,-527000,5,-14000,-2.59,339295,79047,55701,--23346,+2985,148588,104880,--43708,+5081,KRX
20251121,-541000,5,-16000,-2.87,242572,50293,23962,--26331,--64374,93015,44226,--48789,--116679,KRX
20251120,+557000,2,+13000,+2.39,336689,36046,74089,+38043,+77414,64588,132478,+67890,+140326,KRX
20251119,-544000,5,-15000,-2.68,375909,79721,40350,--39371,--25409,146796,74360,--72436,--46453,KRX
20251118,+559000,2,+11000,+2.01,557173,86425,72463,--13962,+9227,156112,130129,--25983,+16248,KRX
20251117,-548000,5,-6000,-1.08,283747,60139,36950,--23189,+2684,109313,67082,--42231,+3654,KRX
20251114,+554000,2,+5000,+0.91,668547,104155,78282,--25873,--39134,187508,141623,--45885,--69573,KRX
20251113,+549000,2,+2000,+0.37,566185,79782,93043,+13261,--28,145969,169657,+23688,--488,KRX
20251112,+547000,2,+37000,+7.25,652193,83645,96934,+13289,+12848,155945,180121,+24176,+23113,KRX
20251111,-510000,5,-12000,-2.30,428387,67456,67897,+441,+15185,131312,132375,+1063,+28935,KRX
20251110,-522000,5,-6000,-1.14,328253,62944,48200,--14744,--5103,119254,91382,--27872,--11031,KRX
20251107,-528000,5,-19000,-3.47,443918,75796,66155,--9641,+11378,141303,124462,--16841,+22244,KRX
20251106,+547000,2,+18000,+3.40,763513,117212,96193,--21019,+44350,214810,175725,--39085,+84400,KRX
20251105,-529000,5,-20000,-3.64,793188,151858,86489,--65369,--158314,287786,164301,--123485,--289853,KRX
20251104,+549000,2,+26000,+4.97,1069609,108519,201464,+92945,--24737,200455,366823,+166368,--63305,KRX
20251103,+523000,2,+34500,+7.06,804346,52256,169938,+117682,+56188,103053,332726,+229673,+103349,KRX
20251031,+488500,2,+16500,+3.50,531464,35568,97062,+61494,+56251,73179,199503,+126324,+115251,KRX
20251030,+472000,2,+5500,+1.18,343012,26800,32043,+5243,+11198,56788,67861,+11073,+23906,KRX
20251029,-466500,5,-9500,-2.00,291161,30093,24138,--5955,--5178,64423,51590,--12833,--11254,KRX
20251028,-476000,5,-7500,-1.55,324248,34992,34215,--777,--65902,73191,71612,--1579,--139622,KRX
20251027,+483500,2,+37500,+8.41,762043,47975,113100,+65125,+58911,102037,240080,+138043,+124329,KRX
20251024,-446000,5,-7000,-1.55,284033,28334,34548,+6214,+7133,63137,76851,+13714,+15850,KRX
20251023,+453000,2,+1500,+0.33,211966,28853,27934,--919,--10195,63633,61497,--2136,--22758,KRX
20251022,+451500,2,+8500,+1.92,302361,27419,36695,+9276,+7959,60806,81428,+20622,+17647,KRX
20251021,+443000,2,+500,+0.11,224573,25312,26629,+1317,+2485,57124,60099,+2975,+5742,KRX
20251020,+442500,2,+9500,+2.19,242662,37765,36597,--1168,--15893,85482,82715,--2767,--36442,KRX
20251017,+433000,2,+1000,+0.23,428751,49784,64509,+14725,+11767,113736,147411,+33675,+26613,KRX
20251016,-432000,5,-13000,-2.92,438346,40466,43424,+2958,+18773,92882,99944,+7062,+42471,KRX
20251015,-445000,5,-1000,-0.22,263546,47297,31482,--15815,--16913,105718,70309,--35409,--37105,KRX
20251014,+446000,2,+2000,+0.45,422377,44321,45419,+1098,+4991,98318,100014,+1696,+10456,KRX
20251013,-444000,5,-17000,-3.69,316880,32223,28330,--3893,+14162,72044,63284,--8760,+30578,KRX
20251010,-461000,5,-10500,-2.23,272479,35465,17410,--18055,--12637,77105,37767,--39338,--27333,KRX
20251002,+471500,2,+13500,+2.95,370417,38448,33030,--5418,--4096,82439,70434,--12005,--9152,KRX
20251001,458000,3,0,0.00,167320,12894,11572,--1322,+24232,27900,25047,--2853,+52708,KRX
20250930,-458000,5,-8000,-1.72,216723,44362,18808,--25554,--32680,96521,40960,--55561,--70727,KRX
20250929,+466000,2,+19000,+4.25,315021,37397,44523,+7126,+35332,80754,95920,+15166,+77876,KRX
20250926,-447000,5,-8000,-1.76,355773,56268,28062,--28206,+3702,125324,62614,--62710,+6375,KRX
20250925,-455000,5,-9500,-2.05,355928,53042,21134,--31908,--8276,115097,46012,--69085,--18733,KRX
20250924,-464500,5,-17500,-3.63,568927,56515,32883,--23632,+77714,120545,70193,--50352,+158026,KRX
20250923,-482000,5,-25000,-4.93,769148,127983,26637,--101346,--149557,262700,54322,--208378,--301870,KRX
20250922,+507000,2,+34500,+7.30,1005543,87249,135460,+48211,+54612,171367,264859,+93492,+107311,KRX
20250919,-472500,5,-1000,-0.21,365957,54874,48473,--6401,--3596,116037,102218,--13819,--7922,KRX
20250918,+473500,2,+500,+0.11,272340,25690,22885,--2805,+64070,54039,48142,--5897,+131095,KRX
20250917,-473000,5,-20000,-4.06,425687,87830,20955,--66875,--69554,180425,43433,--136992,--142302,KRX
20250916,+493000,2,+1500,+0.31,208686,20469,23148,+2679,+15242,41745,47055,+5310,+30770,KRX
20250915,491500,3,0,0.00,223630,32458,19895,--12563,--81582,65865,40405,--25460,--166538,KRX
20250912,+491500,2,+18500,+3.91,435747,24508,93527,+69019,+85601,50372,191450,+141078,+175866,KRX
20250911,-473000,5,-13000,-2.67,440534,71323,54741,--16582,--52846,149590,114802,--34788,--109139,KRX
20250910,+486000,2,+9500,+1.99,346817,22372,58636,+36264,+26255,46015,120366,+74351,+53782,KRX
20250909,-476500,5,-1500,-0.31,376762,40430,50439,+10009,+35630,85958,106527,+20569,+74230,KRX
20250908,+478000,2,+2500,+0.53,280547,49807,24186,--25621,--43800,104370,50709,--53661,--92318,KRX
20250905,+475500,2,+8000,+1.71,269046,20535,38714,+18179,+5588,43717,82374,+38657,+11714,KRX
20250904,+467500,2,+4000,+0.86,230518,20811,33402,+12591,+7022,44673,71616,+26943,+15001,KRX
20250903,+463500,2,+1000,+0.22,200650,19426,24995,+5569,+6327,42219,54161,+11942,+13726,KRX
20250902,+462500,2,+7500,+1.65,295728,27993,27235,--758,--9067,60814,59030,--1784,--19684,KRX
20250901,+455000,2,+16500,+3.76,678241,55955,64264,+8309,+22029,121622,139522,+17900,+49635,KRX
20250829,+438500,2,+20500,+4.90,452458,59340,45620,--13720,--8392,135882,104147,--31735,--19130,KRX
20250828,-418000,5,-5000,-1.18,202873,25516,20188,--5328,+45624,60614,48009,--12605,+106068,KRX
20250827,-423000,5,-19500,-4.41,419680,64785,13833,--50952,--47908,150831,32158,--118673,--111638,KRX
20250826,+442500,2,+4500,+1.03,317051,41638,38594,--3044,--1440,94161,87126,--7035,--3201,KRX
20250825,+438000,2,+16000,+3.79,258652,24578,22974,--1604,+1536,56196,52362,--3834,+3387,KRX
20250822,+422000,2,+16500,+4.07,387086,34050,30910,--3140,+3070,81022,73801,--7221,+7368,KRX
20250821,-405500,5,-15500,-3.68,307329,27345,21135,--6210,--2952,65878,51289,--14589,--6728,KRX
20250820,-421000,5,-6000,-1.41,253873,29900,26642,--3258,+12862,71556,63695,--7861,+29865,KRX
20250819,-427000,5,-12500,-2.84,341276,45319,29199,--16120,--17141,105686,67960,--37726,--39738,KRX
20250818,+439500,2,+2500,+0.57,304507,38111,39132,+1021,+60537,86297,88309,+2012,+139212,KRX
20250814,-437000,5,-12000,-2.67,542100,96990,37474,--59516,--44445,222815,85615,--137200,--102753,KRX
20250813,+449000,2,+14500,+3.34,360514,46973,31902,--15071,+669,106013,71566,--34447,+1621,KRX
20250812,+434500,2,+4500,+1.05,271164,37566,21826,--15740,+3737,85905,49837,--36068,+9415,KRX
20250811,430000,3,0,0.00,245615,35606,16129,--19477,--3445,83032,37549,--45483,--8397,KRX
20250808,-430000,5,-2000,-0.46,197533,32052,16020,--16032,--3476,74055,36969,--37086,--8178,KRX
20250807,-432000,5,-7500,-1.71,219360,30320,17764,--12556,+632,69931,41023,--28908,+1115,KRX
20250806,-439500,5,-4500,-1.01,247924,40233,27045,--13188,+12135,91650,61627,--30023,+27075,KRX
20250805,+444000,2,+12000,+2.78,330841,55908,30585,--25323,+17467,126059,68961,--57098,+42054,KRX
20250804,+432000,2,+10000,+2.37,315061,65677,22887,--42790,--40538,152058,52906,--99152,--93920,KRX
20250801,-422000,5,-32000,-7.05,458857,37527,35275,--2252,--5,87535,82303,--5232,--601,KRX
20250731,+454000,2,+2500,+0.55,316316,31862,29615,--2247,+5531,70701,66070,--4631,+12090,KRX
20250730,-451500,5,-5000,-1.10,220609,25840,18062,--7778,--10436,56337,39616,--16721,--22863,KRX
20250729,-456500,5,-500,-0.11,290753,31287,33945,+2658,--6828,68787,74929,+6142,--14626,KRX
20250728,-457000,5,-5000,-1.08,219077,16823,26309,+9486,--9277,36497,57265,+20768,--19850,KRX
20250725,-462000,5,-15000,-3.14,320214,19999,38762,+18763,+14220,42935,83553,+40618,+31243,KRX
20250724,-477000,5,-2000,-0.42,222586,18079,22622,+4543,--4555,37589,46964,+9375,--9587,KRX
20250723,+479000,2,+3000,+0.63,218595,18385,27483,+9098,--14552,38388,57350,+18962,--29846,KRX
20250722,-476000,5,-7000,-1.45,474371,27967,51617,+23650,--3991,57398,106206,+48808,--8697,KRX
20250721,-483000,5,-7000,-1.43,268393,16583,44224,+27641,+13457,34552,92057,+57505,+28703,KRX
20250718,+490000,2,+1500,+0.31,462953,45193,59377,+14184,+7699,91970,120772,+28802,+15608,KRX
20250717,+488500,2,+2500,+0.51,400333,39119,45604,+6485,--24612,80541,93735,+13194,--51396,KRX
20250716,+486000,2,+17000,+3.62,902534,70579,101676,+31097,+31649,147943,212533,+64590,+66041,KRX
20250715,+469000,2,+24000,+5.39,749330,70216,69664,--552,+17588,153585,152134,--1451,+39729,KRX
20250714,+445000,2,+6000,+1.37,267180,38074,19934,--18140,--9723,86230,45050,--41180,--22086,KRX
20250711,-439000,5,-10000,-2.23,352929,39741,31324,--8417,--61241,89766,70672,--19094,--135874,KRX
20250710,+449000,2,+25500,+6.02,918273,68191,121015,+52824,+50875,154355,271135,+116780,+112277,KRX
20250709,+423500,2,+4500,+1.07,373649,39037,40986,+1949,--9818,92817,97320,+4503,--24006,KRX
20250708,+419000,2,+2000,+0.48,400000,39069,50836,+11767,--136904,94330,122839,+28509,--339023,KRX
20250707,+417000,2,+41500,+11.05,1006540,33795,182466,+148671,+218376,84753,452285,+367532,+550863,KRX
20250704,-375500,5,-22500,-5.65,436740,89259,19554,--69705,--88928,234146,50815,--183331,--231338,KRX
20250703,+398000,2,+5500,+1.40,339650,25034,44257,+19223,+6214,63276,111283,+48007,+15903,KRX
20250702,+392500,2,+20000,+5.37,568488,49168,62177,+13009,+16637,127589,159693,+32104,+41894,KRX
