일자,현재가,대비부호,전일대비,등락율,체결수량,프로그램매도금액,프로그램매수금액,프로그램순매수금액,프로그램순매수금액증감,프로그램매도수량,프로그램매수수량,프로그램순매수수량,프로그램순매수수량증감,거래소구분
20260610,-91100,5,-1200,-1.30,2646807,97439,71111,--26328,--38938,1085383,792037,--293346,--432162,KRX
20260609,+92300,2,+6500,+7.58,3082661,80085,92695,+12610,+57028,883672,1022488,+138816,+649583,KRX
20260608,-85800,5,-9800,-10.25,3956048,148192,103774,--44418,--34984,1703702,1192935,--510767,--412537,KRX
20260605,-95600,5,-3600,-3.63,3954422,110389,100955,--9434,+27500,1160832,1062602,--98230,+272855,KRX
20260604,-99200,5,-800,-0.80,2776755,98383,61449,--36934,+76573,989005,617920,--371085,+755342,KRX
20260602,-100000,5,-6900,-6.45,4963793,213143,99636,--113507,--102789,2106566,980139,--1126427,--1023364,KRX
20260601,+106900,2,+1300,+1.23,4623394,121382,110664,--10718,--10163,1106767,1003704,--103063,--99700,KRX
20260529,-105600,5,-300,-0.28,4626529,222149,221594,--555,+561,2108980,2105617,--3363,+2950,KRX
20260528,-105900,5,-2600,-2.40,3224326,89030,87914,--1116,+38419,837192,830879,--6313,+352525,KRX
20260527,-108500,5,-4100,-3.64,3275977,118765,79230,--39535,+3833,1077423,718585,--358838,+26789,KRX
20260526,+112600,2,+1000,+0.90,3027392,110270,66902,--43368,+38578,976736,591109,--385627,+343233,KRX
20260522,+111600,2,+3200,+2.95,2908260,148492,66546,--81946,--48436,1316319,587459,--728860,--419183,KRX
20260521,+108400,2,+7100,+7.01,2673341,118311,84801,--33510,--59577,1091332,781655,--309677,--567872,KRX
20260520,-101300,5,-4700,-4.43,4332142,106480,132547,+26067,+57022,1047822,1306017,+258195,+547670,KRX
20260519,-106000,5,-6100,-5.44,3654573,121964,91009,--30955,+10481,1142347,852872,--289475,+83305,KRX
20260518,+112100,2,+1300,+1.17,4669776,167165,125729,--41436,--25531,1522533,1149753,--372780,--236992,KRX
20260515,-110800,5,-6300,-5.38,5217764,124679,108774,--15905,+80691,1102523,966735,--135788,+687792,KRX
20260514,-117100,5,-2900,-2.42,4374858,186013,89417,--96596,--11979,1585615,762035,--823580,--116246,KRX
20260513,-120000,5,-5600,-4.46,4596035,174490,89873,--84617,--119833,1454885,747551,--707334,--966154,KRX
20260512,-125600,5,-2400,-1.88,6170656,172810,208026,+35216,+73090,1361790,1620610,+258820,+552907,KRX
20260511,-128000,5,-1600,-1.23,3619903,120457,82583,--37874,+226952,938207,644120,--294087,+1748417,KRX
20260508,-129600,5,-6800,-4.99,4535272,300308,35482,--264826,--402606,2314097,271593,--2042504,--3057487,KRX
20260507,+136400,2,+9400,+7.40,7805577,175815,313595,+137780,+125685,1294651,2309634,+1014983,+924043,KRX
20260506,-127000,5,-200,-0.16,3905996,134401,146496,+12095,+37336,1056068,1147008,+90940,+291878,KRX
20260504,+127200,2,+100,+0.08,3214565,114259,89018,--25241,--12625,900744,699806,--200938,--103208,KRX
20260430,-127100,5,-2100,-1.63,3380571,126483,113867,--12616,--46657,991348,893618,--97730,--361616,KRX
20260429,+129200,2,+1400,+1.10,3292329,58533,92574,+34041,+19994,453934,717820,+263886,+155070,KRX
20260428,-127800,5,-1100,-0.85,3191190,83519,97566,+14047,+71157,652475,761291,+108816,+555929,KRX
20260427,+128900,2,+1800,+1.42,3984476,144752,87642,--57110,--141810,1129891,682778,--447113,--1120545,KRX
20260424,+127100,2,+4500,+3.67,5682618,79498,164198,+84700,--117172,633208,1306640,+673432,--981383,KRX
20260423,+122600,2,+6700,+5.78,8119024,92094,293966,+201872,+236299,759750,2414565,+1654815,+1960393,KRX
20260422,+115900,2,+200,+0.17,3779530,112245,77818,--34427,--150228,982782,677204,--305578,--1310253,KRX
20260421,+115700,2,+4700,+4.23,4773848,70066,185867,+115801,+8856,611959,1616634,+1004675,+55193,KRX
20260420,+111000,2,+2500,+2.30,5644556,87490,194435,+106945,+186714,780225,1729707,+949482,+1681992,KRX
20260417,-108500,5,-2300,-2.08,3591052,144017,64248,--79769,--371127,1323474,590964,--732510,--3367857,KRX
20260416,+110800,2,+6600,+6.33,8123993,76359,367717,+291358,+84607,695921,3331268,+2635347,+657653,KRX
20260415,+104200,2,+4500,+4.51,5470474,52882,259633,+206751,+219135,507201,2484895,+1977694,+2102002,KRX
20260414,+99700,2,+400,+0.40,1937143,51662,39278,--12384,--12526,516196,391888,--124308,--124527,KRX
20260413,-99300,5,-900,-0.90,1746075,53417,53559,+142,--20180,542993,543212,+219,--201140,KRX
20260410,+100200,2,+200,+0.20,2785465,94625,114947,+20322,--16214,945578,1146937,+201359,--161630,KRX
20260409,-100000,5,-1200,-1.19,2195437,63764,100300,+36536,--78560,636306,999295,+362989,--780515,KRX
20260408,+101200,2,+6300,+6.64,4010457,49676,164772,+115096,+111002,493637,1637141,+1143504,+1100719,KRX
20260407,-94900,5,-800,-0.84,2102382,40019,44113,+4094,+19860,418009,460794,+42785,+207285,KRX
20260406,-95700,5,-900,-0.93,2040458,48495,32729,--15766,--18832,502613,338113,--164500,--195236,KRX
20260403,+96600,2,+3000,+3.21,2522536,39972,43038,+3066,+24387,414698,445434,+30736,+254670,KRX
20260402,-93600,5,-6000,-6.02,5180190,108529,87208,--21321,--87367,1127681,903747,--223934,--893347,KRX
20260401,+99600,2,+7800,+8.50,3416180,52602,118648,+66046,+109066,533630,1203043,+669413,+1134218,KRX
20260331,-91800,5,-2400,-2.55,4215936,134462,91442,--43020,--44400,1448549,983744,--464805,--477678,KRX
20260330,-94200,5,-3900,-3.98,2828606,72983,74363,+1380,+70564,782314,795187,+12873,+729250,KRX
20260327,-98100,5,-2800,-2.78,3549743,113633,44449,--69184,--89230,1172827,456450,--716377,--912791,KRX
20260326,-100900,5,-1700,-1.66,2606678,56679,76725,+20046,--54033,559148,755562,+196414,--522641,KRX
20260325,+102600,2,+2500,+2.50,3200148,35577,109656,+74079,+163141,345931,1064986,+719055,+1607579,KRX
20260324,-100100,5,-600,-0.60,5096704,157389,68327,--89062,+100433,1565644,677120,--888524,+945674,KRX
20260323,-100700,5,-8900,-8.12,6026425,234885,45390,--189495,--350409,2278300,444102,--1834198,--3292126,KRX
20260320,+109600,2,+3300,+3.10,8066734,134433,295347,+160914,+127891,1233837,2691765,+1457928,+1150722,KRX
20260319,-106300,5,-1000,-0.93,3330546,57417,90440,+33023,--94818,538670,845876,+307206,--880320,KRX
20260318,+107300,2,+2900,+2.78,4134308,42623,170464,+127841,+170635,397224,1584750,+1187526,+1592788,KRX
20260317,-104400,5,-1300,-1.23,3105960,86219,43425,--42794,+339,816654,411392,--405262,+6061,KRX
20260316,-105700,5,-800,-0.75,5817407,165359,122226,--43133,--254144,1544971,1133648,--411323,--2400081,KRX
20260313,+106500,2,+3000,+2.90,9435079,155613,366624,+211011,+133247,1471015,3459773,+1988758,+1237452,KRX
20260312,+103500,2,+2500,+2.48,4875165,92247,170011,+77764,+89274,894604,1645910,+751306,+860695,KRX
20260311,-101000,5,-1500,-1.46,6103321,146985,135475,--11510,--232337,1436940,1327551,--109389,--2251033,KRX
20260310,+102500,2,+6300,+6.55,10814168,82018,302845,+220827,+375187,800112,2941756,+2141644,+3773862,KRX
20260309,-96200,5,-1800,-1.84,7957034,274172,119812,--154360,--149726,2894842,1262624,--1632218,--1580793,KRX
20260306,+98000,2,+7500,+8.29,7901291,151612,146978,--4634,+65343,1611364,1559939,--51425,+721125,KRX
20260305,+90500,2,+9900,+12.28,6781072,202172,132195,--69977,--98938,2220670,1448120,--772550,--1148347,KRX
20260304,-80600,5,-16300,-16.82,13364978,233935,262896,+28961,+95964,2734355,3110152,+375797,+1036384,KRX
20260303,-96900,5,-9400,-8.84,7514576,188715,121712,--67003,--153051,1868435,1207848,--660587,--1450095,KRX
20260227,+106300,2,+2500,+2.41,8296804,158184,244232,+86048,+73091,1476735,2266243,+789508,+664526,KRX
20260226,+103800,2,+600,+0.58,4153497,122792,135749,+12957,--31687,1187247,1312229,+124982,--303784,KRX
20260225,+103200,2,+1900,+1.88,4216954,72769,117413,+44644,+86107,707224,1135990,+428766,+841524,KRX
20260224,-101300,5,-700,-0.69,3886617,126935,85472,--41463,+20730,1259133,846375,--412758,+187366,KRX
20260223,-102000,5,-1500,-1.45,5545186,176720,114527,--62193,--277927,1712126,1112002,--600124,--2662906,KRX
20260220,+103500,2,+5100,+5.18,12069557,128559,344293,+215734,+286869,1232758,3295540,+2062782,+2779180,KRX
20260219,+98400,2,+1700,+1.76,5026177,145169,74034,--71135,--381795,1464135,747737,--716398,--3889571,KRX
20260213,+96700,2,+1200,+1.26,17459913,104340,415000,+310660,+451902,1077144,4250317,+3173173,+4687341,KRX
20260212,95500,3,0,0.00,6335775,244416,103174,--141242,--225209,2610637,1096469,--1514168,--2388925,KRX
20260211,+95500,2,+1400,+1.49,5915111,65919,149886,+83967,+75650,691500,1566257,+874757,+786988,KRX
20260210,-94100,5,-1300,-1.36,3956141,63457,71774,+8317,--273965,673227,760996,+87769,--2858039,KRX
20260209,+95400,2,+6400,+7.19,9843507,85890,368172,+282282,+364265,903041,3848849,+2945808,+3883970,KRX
20260206,-89000,5,-1600,-1.77,5838705,151576,69593,--81983,+95735,1731420,793258,--938162,+999487,KRX
20260205,-90600,5,-5900,-6.11,7594510,245651,67933,--177718,--508776,2666357,728708,--1937649,--5393895,KRX
20260204,+96500,2,+5300,+5.81,12423583,73547,404605,+331058,+234082,777147,4233393,+3456246,+2384416,KRX
20260203,+91200,2,+5000,+5.80,4647177,48555,145531,+96976,+102097,541704,1613534,+1071830,+1133797,KRX
20260202,-86200,5,-4400,-4.86,6823888,108050,102929,--5121,+182382,1233209,1171242,--61967,+1990970,KRX
20260130,-90600,5,-3400,-3.62,6970845,249030,61527,--187503,--338455,2724121,671184,--2052937,--3646723,KRX
20260129,+94000,2,+2000,+2.17,10185321,131817,282769,+150952,+285087,1402991,2996777,+1593786,+3050620,KRX
20260128,-92000,5,-1600,-1.71,6937694,190731,56596,--134135,--75949,2069697,612863,--1456834,--837969,KRX
20260127,+93600,2,+1800,+1.96,6846342,154094,95908,--58186,+21783,1640704,1021839,--618865,+249149,KRX
20260126,-91800,5,-1500,-1.61,5800785,131190,51221,--79969,--235413,1422938,554924,--868014,--2530718,KRX
20260123,+93300,2,+3300,+3.67,8194841,81998,237442,+155444,+155875,885033,2547737,+1662704,+1668644,KRX
20260122,-90000,5,-1300,-1.42,8033403,123421,122990,--431,+32261,1339821,1333881,--5940,+348014,KRX
20260121,-91300,5,-4000,-4.20,7923831,128551,95859,--32692,--30475,1400605,1046651,--353954,--336578,KRX
20260120,-95300,5,-100,-0.10,10795773,149785,147568,--2217,+159197,1571621,1554245,--17376,+1682994,KRX
20260119,+95400,2,+100,+0.10,8509605,241032,79618,--161414,--562443,2537670,837300,--1700370,--5967300,KRX
20260116,+95300,2,+5800,+6.48,17969737,88754,489783,+401029,+391538,952745,5219675,+4266930,+4160750,KRX
20260115,-89500,5,-100,-0.11,4591674,77477,86968,+9491,--164983,870086,976266,+106180,--1840970,KRX
20260114,+89600,2,+2600,+2.99,11558755,102964,277438,+174474,+245931,1154990,3102140,+1947150,+2775648,KRX
20260113,-87000,5,-1100,-1.25,5385770,125885,54428,--71457,--112867,1457208,628710,--828498,--1293603,KRX
20260112,+88100,2,+3900,+4.63,11400912,124708,166118,+41410,+63630,1417925,1883030,+465105,+732097,KRX
20260109,+84200,2,+500,+0.60,5124556,93062,70842,--22220,--19353,1100791,833799,--266992,--233873,KRX
20260108,-83700,5,-300,-0.36,4745395,73715,70848,--2867,--16512,875140,842021,--33119,--193801,KRX
20260107,-84000,5,-1900,-2.21,6931439,94583,108228,+13645,+20143,1114760,1275442,+160682,+247359,KRX
20260106,+85900,2,+2700,+3.25,9538963,149989,143491,--6498,--263018,1781075,1694398,--86677,--3244291,KRX
20260105,+83200,2,+8000,+10.64,15125707,117711,374231,+256520,+256401,1436082,4593696,+3157614,+3156232,KRX
20260102,-75200,5,-100,-0.13,2800553,43303,43422,+119,+12817,573985,575367,+1382,+169491,KRX
20251230,-75300,5,-1200,-1.57,2834603,50121,37423,--12698,--60463,660445,492336,--168109,--794854,KRX
20251229,+76500,2,+2900,+3.94,3657688,30569,78334,+47765,+87869,407635,1034380,+626745,+1167186,KRX
20251226,-73600,5,-2300,-3.03,5247445,69250,29146,--40104,--36363,932639,392198,--540441,--492025,KRX
20251224,-75900,5,-1700,-2.19,2536166,36172,32431,--3741,--11291,472482,424066,--48416,--144926,KRX
20251223,-77600,5,-400,-0.51,2742514,42531,50081,+7550,+4937,544790,641300,+96510,+68596,KRX
20251222,+78000,2,+600,+0.78,4089864,80661,83274,+2613,--22340,1027659,1055573,+27914,--297102,KRX
20251219,+77400,2,+2900,+3.89,3687392,42502,67455,+24953,+27485,554269,879285,+325016,+358852,KRX
20251218,-74500,5,-1000,-1.32,3102027,26336,23804,--2532,+20488,353679,319843,--33836,+269332,KRX
20251217,-75500,5,-1800,-2.33,3971897,40654,17634,--23020,--52776,535166,231998,--303168,--684099,KRX
20251216,+77300,2,+200,+0.26,7621947,73814,103570,+29756,+112144,970254,1351185,+380931,+1450979,KRX
20251215,-77100,5,-2600,-3.26,4304510,102534,20146,--82388,--101785,1332222,262174,--1070048,--1315578,KRX
20251212,+79700,2,+2400,+3.10,5474020,37674,57071,+19397,+31400,473902,719432,+245530,+401670,KRX
20251211,+77300,2,+500,+0.65,4672243,67722,55719,--12003,--13238,872298,716158,--156140,--171303,KRX
20251210,+76800,2,+100,+0.13,2489211,14714,15949,+1235,+10784,191096,206259,+15163,+139357,KRX
20251209,-76700,5,-100,-0.13,2739253,23204,13655,--9549,+51979,302010,177816,--124194,+675142,KRX
20251208,-76800,5,-3600,-4.48,5826257,86117,24589,--61528,--93863,1119181,319845,--799336,--1204197,KRX
20251205,+80400,2,+1200,+1.52,3813990,56443,88778,+32335,+101323,707574,1112435,+404861,+1276280,KRX
20251204,+79200,2,+800,+1.02,3902774,116824,47836,--68988,--82943,1472937,601518,--871419,--1049420,KRX
20251203,+78400,2,+3400,+4.53,3892884,72557,86512,+13955,+46780,932221,1110222,+178001,+614380,KRX
20251202,+75000,2,+100,+0.13,2978860,72467,39642,--32825,--13249,963742,527363,--436379,--177001,KRX
20251201,-74900,5,-1500,-1.96,2242179,43419,23843,--19576,+28218,576023,316645,--259378,+364392,KRX
20251128,-76400,5,-1200,-1.55,2094782,67347,19553,--47794,--18308,878460,254690,--623770,--248060,KRX
20251127,-77600,5,-100,-0.13,3201206,79330,49844,--29486,--68847,1010392,634682,--375710,--888456,KRX
20251126,+77700,2,+4200,+5.71,4463298,65034,104395,+39361,+32114,842896,1355642,+512746,+415776,KRX
20251125,+73500,2,+1000,+1.38,2759653,43791,51038,+7247,+16685,592673,689643,+96970,+225811,KRX
20251124,-72500,5,-600,-0.82,4434839,135214,125776,--9438,+31896,1862075,1733234,--128841,+437299,KRX
20251121,-73100,5,-4600,-5.92,3710469,82215,40881,--41334,--44767,1124449,558309,--566140,--610558,KRX
20251120,+77700,2,+3300,+4.44,4284021,97791,101224,+3433,+45484,1250878,1295296,+44418,+605314,KRX
20251119,-74400,5,-1000,-1.33,4874642,122580,80529,--42051,--39520,1643616,1082720,--560896,--534711,KRX
20251118,-75400,5,-3400,-4.31,4481145,73125,70594,--2531,+22400,948112,921927,--26185,+290058,KRX
20251117,+78800,2,+400,+0.51,2785151,72304,47373,--24931,+122368,915831,599588,--316243,+1530612,KRX
20251114,-78400,5,-4700,-5.66,6117065,204429,57130,--147299,--158322,2564527,717672,--1846855,--1978721,KRX
20251113,+83100,2,+4700,+5.99,7945958,149101,160124,+11023,+16998,1823714,1955580,+131866,+208285,KRX
20251112,+78400,2,+200,+0.26,2934998,65441,59466,--5975,--11991,832170,755751,--76419,--159579,KRX
20251111,-78200,5,-1400,-1.76,5045991,88529,94545,+6016,+71520,1119492,1202652,+83160,+914411,KRX
20251110,+79600,2,+1700,+2.18,4562734,126654,61150,--65504,--68265,1604010,772759,--831251,--870374,KRX
20251107,-77900,5,-1400,-1.77,8514588,156237,158998,+2761,+146992,2005890,2045013,+39123,+1812146,KRX
20251106,-79300,5,-4300,-5.14,9627107,250212,105981,--144231,--29760,3068129,1295106,--1773023,--377076,KRX
20251105,-83600,5,-5900,-6.59,12058956,240084,125613,--114471,--81670,2913670,1517723,--1395947,--1029664,KRX
20251104,89500,3,0,0.00,5250243,129068,96267,--32801,+10816,1438897,1072614,--366283,+123685,KRX
20251103,+89500,2,+800,+0.90,4163376,101605,57988,--43617,+76821,1137900,647932,--489968,+854834,KRX
20251031,-88700,5,-1000,-1.11,5182993,179884,59446,--120438,+119492,2010542,665740,--1344802,+1292685,KRX
20251030,-89700,5,-6700,-6.95,10224579,309723,69793,--239930,--433607,3402418,764931,--2637487,--4704448,KRX
20251029,+96400,2,+10000,+11.57,16679002,183704,377381,+193677,+150933,1963164,4030125,+2066961,+1574581,KRX
20251028,+86400,2,+4500,+5.49,9619982,133581,176325,+42744,+74669,1589780,2082160,+492380,+883522,KRX
20251027,+81900,2,+1000,+1.24,4964095,116241,84316,--31925,+410,1420130,1028988,--391142,+16322,KRX
20251024,+80900,2,+4600,+6.03,8095168,159064,126729,--32335,+15804,1998708,1591244,--407464,+221591,KRX
20251023,-76300,5,-2700,-3.42,5543167,119419,71280,--48139,--16828,1560747,931692,--629055,--230386,KRX
20251022,-79000,5,-1000,-1.25,4895634,109551,78240,--31311,+45330,1396859,998190,--398669,+539783,KRX
20251021,-80000,5,-300,-0.37,7005242,154258,77617,--76641,--15917,1890276,951824,--938452,--185933,KRX
20251020,+80300,2,+100,+0.12,4709983,114624,53900,--60724,--18364,1422320,669801,--752519,--235338,KRX
20251017,-80200,5,-3500,-4.18,7348394,135042,92682,--42360,+31627,1656514,1139333,--517181,+367382,KRX
20251016,+83700,2,+800,+0.97,7429581,178929,104942,--73987,--171608,2143949,1259386,--884563,--2087647,KRX
20251015,+82900,2,+7100,+9.37,11930455,111811,209432,+97621,+83374,1380808,2583892,+1203084,+1008120,KRX
20251014,-75800,5,-1800,-2.32,12010193,187953,202200,+14247,+96825,2441321,2636285,+194964,+1286922,KRX
20251013,+77600,2,+3100,+4.16,14272165,246647,164069,--82578,--443538,3231396,2139438,--1091958,--6190643,KRX
20251010,+74500,2,+9700,+14.97,19302308,130978,491938,+360960,+316571,1827147,6925832,+5098685,+4420315,KRX
20251002,+64800,2,+200,+0.31,6999933,109517,153906,+44389,--92386,1689112,2367482,+678370,--1435213,KRX
20251001,+64600,2,+1900,+3.03,6938399,46152,182927,+136775,+147645,715532,2829115,+2113583,+2289271,KRX
20250930,-62700,5,-200,-0.32,3606043,64895,54025,--10870,--18684,1039230,863542,--175688,--297478,KRX
20250929,-62900,5,-200,-0.32,3647678,49800,57614,+7814,+42662,788783,910573,+121790,+674824,KRX
20250926,-63100,5,-900,-1.41,5541302,90310,55462,--34848,+83091,1429038,876004,--553034,+1253282,KRX
20250925,-64000,5,-1900,-2.88,7602443,157322,39383,--117939,--219908,2412898,606582,--1806316,--3369190,KRX
20250924,+65900,2,+2800,+4.44,12114101,106379,208348,+101969,+12632,1633728,3196602,+1562874,+155833,KRX
20250923,+63100,2,+700,+1.12,7614160,61945,151282,+89337,+4600,979203,2386244,+1407041,+72895,KRX
20250922,+62400,2,+1600,+2.63,6830285,54384,139121,+84737,+138276,865745,2199891,+1334146,+2217470,KRX
20250919,+60800,2,+200,+0.33,4819288,125025,71486,--53539,+24594,2042966,1159642,--883324,+394091,KRX
20250918,-60600,5,-700,-1.14,4347323,101914,23781,--78133,--19936,1667906,390491,--1277415,--326750,KRX
20250917,-61300,5,-2000,-3.16,4251068,98585,40388,--58197,--296116,1607723,657058,--950665,--4799595,KRX
20250916,+63300,2,+4500,+7.65,10211386,46904,284823,+237919,+316343,762174,4611104,+3848930,+5170549,KRX
20250915,-58800,5,-2200,-3.61,6290788,129663,51239,--78424,--156963,2188909,867290,--1321619,--2622161,KRX
20250912,61000,3,0,0.00,6545777,55994,134533,+78539,+82345,930510,2231052,+1300542,+1356085,KRX
20250911,-61000,5,-1600,-2.56,5153511,103606,99800,--3806,--28860,1678693,1623150,--55543,--454245,KRX
20250910,+62600,2,+400,+0.64,4417144,73451,98505,+25054,--1671,1175840,1574542,+398702,--32885,KRX
20250909,+62200,2,+1300,+2.13,4166491,46942,73667,+26725,+60433,764397,1195984,+431587,+986179,KRX
20250908,-60900,5,-900,-1.46,2969015,62586,28878,--33708,--10950,1029007,474415,--554592,--187115,KRX
20250905,-61800,5,-1000,-1.59,2993213,48802,26044,--22758,--24245,788625,421148,--367477,--387815,KRX
20250904,+62800,2,+400,+0.64,5423711,74768,76255,+1487,--11574,1175031,1195369,+20338,--185985,KRX
20250903,+62400,2,+2000,+3.31,5684184,59599,72660,+13061,+17579,959102,1165425,+206323,+281437,KRX
20250902,+60400,2,+800,+1.34,2966108,44789,40271,--4518,--5122,743331,668217,--75114,--87250,KRX
20250901,-59600,5,-2100,-3.40,5716620,54678,55282,+604,+10325,901137,913273,+12136,+167210,KRX
20250829,-61700,5,-1200,-1.91,4054284,69695,59974,--9721,--11158,1123276,968202,--155074,--177462,KRX
20250828,-62900,5,-200,-0.32,3239392,37316,38753,+1437,--8026,592451,614839,+22388,--125645,KRX
20250827,-63100,5,-200,-0.32,5128958,55698,65161,+9463,+99205,874487,1022520,+148033,+1561546,KRX
20250826,-63300,5,-2600,-3.95,8035078,157540,67798,--89742,--164737,2481927,1068414,--1413513,--2557652,KRX
20250825,+65900,2,+3700,+5.95,9091500,72772,147767,+74995,+103117,1129799,2273938,+1144139,+1596086,KRX
20250822,+62200,2,+700,+1.14,6049757,93658,65536,--28122,--29065,1504552,1052605,--451947,--457177,KRX
20250821,+61500,2,+4100,+7.14,18858670,201230,202173,+943,+48882,3306512,3311742,+5230,+789458,KRX
20250820,-57400,5,-2100,-3.53,27973111,360540,312601,--47939,+3062,6540369,5756141,--784228,+39171,KRX
20250819,-59500,5,-5600,-8.60,11588978,156011,105010,--51001,--27692,2534607,1711208,--823399,--464494,KRX
20250818,-65100,5,-400,-0.61,3325497,60585,37276,--23309,--20001,925926,567021,--358905,--306806,KRX
20250814,-65500,5,-1000,-1.50,4562288,73458,70150,--3308,+11878,1121626,1069527,--52099,+177847,KRX
20250813,+66500,2,+1000,+1.53,3751147,63122,47936,--15186,+184020,952680,722734,--229946,+2755894,KRX
20250812,-65500,5,-3900,-5.62,11456932,309253,110047,--199206,--324289,4605145,1619305,--2985840,--4790456,KRX
20250811,+69400,2,+3000,+4.52,12119383,86298,211381,+125083,+90722,1250905,3055521,+1804616,+1284887,KRX
20250808,+66400,2,+1000,+1.53,3430734,31527,65888,+34361,+29707,480238,999967,+519729,+452749,KRX
20250807,-65400,5,-900,-1.36,7028428,89432,94086,+4654,--79175,1349217,1416197,+66980,--1195795,KRX
20250806,+66300,2,+1500,+2.31,7621974,80131,163960,+83829,+39181,1215105,2477880,+1262775,+576151,KRX
20250805,+64800,2,+500,+0.78,4234409,46589,91237,+44648,--115224,718090,1404714,+686624,--1810393,KRX
20250804,+64300,2,+2900,+4.72,7644885,39745,199617,+159872,+353197,624944,3121961,+2497017,+5586524,KRX
20250801,-61400,5,-4200,-6.40,9805226,239527,46202,--193325,--218492,3831761,742254,--3089507,--3461441,KRX
20250731,+65600,2,+1900,+2.98,10172066,239763,264930,+25167,+85832,3691583,4063517,+371934,+1322689,KRX
20250730,-63700,5,-1400,-2.15,3994493,100180,39515,--60665,--100530,1569087,618332,--950755,--1561929,KRX
20250729,+65100,2,+1600,+2.52,6058820,72061,111926,+39865,+166687,1126231,1737405,+611174,+2605280,KRX
20250728,-63500,5,-2400,-3.64,6552841,155656,28834,--126822,--156822,2445918,451812,--1994106,--2446487,KRX
20250725,+65900,2,+500,+0.76,6428969,66462,96462,+30000,--70338,1014032,1466413,+452381,--1060986,KRX
20250724,+65400,2,+2000,+3.15,8285648,75956,176294,+100338,+124775,1155361,2668728,+1513367,+1899758,KRX
20250723,+63400,2,+800,+1.28,4609170,75014,50577,--24437,+213033,1186338,799947,--386391,+3269088,KRX
20250722,-62600,5,-5800,-8.48,12619813,286445,48975,--237470,--318279,4423628,768149,--3655479,--4836697,KRX
20250721,+68400,2,+3600,+5.56,12003142,104574,185383,+80809,+49260,1574555,2755773,+1181218,+695186,KRX
20250718,+64800,2,+1500,+2.37,5840366,64131,95680,+31549,+62497,1004414,1490446,+486032,+972566,KRX
